word	onset	offset	duration
To	0.41	0.718	0.308
solidify	0.804	1.402	0.5979999999999999
your	1.466	1.646	0.17999999999999994
commitment	1.668	2.298	0.6300000000000001
to	2.394	2.606	0.21199999999999974
declare	2.628	3.114	0.48599999999999977
your	3.162	3.326	0.16400000000000015
love	3.348	3.486	0.13800000000000034
for	3.508	3.646	0.1379999999999999
one	3.668	3.806	0.1379999999999999
another	3.828	4.062	0.23400000000000043
to	4.116	4.286	0.16999999999999993
the	4.308	4.446	0.1379999999999999
world.	4.468	5.04	0.5720000000000001
Okay.	9.17	9.582	0.4120000000000008
Well,	9.636	9.902	0.266
that's	9.956	10.234	0.27800000000000047
good	10.282	10.446	0.1639999999999997
to	10.468	10.606	0.1379999999999999
know.	10.628	11.2	0.5719999999999992
The,	13.65	14.014	0.363999999999999
Mr.	14.052	14.302	0.25
Bobot's	14.356	15.066	0.7100000000000009
here.	15.098	15.68	0.581999999999999
Hey,	21.97	22.382	0.4120000000000026
Monica.	22.436	23.002	0.565999999999999
There's	23.066	23.306	0.240000000000002
a	23.338	23.438	0.09999999999999787
customer	23.444	23.662	0.21799999999999997
who	23.716	23.838	0.12199999999999989
wants	23.844	23.966	0.12199999999999989
to	23.988	24.078	0.08999999999999986
compliment	24.084	24.394	0.3099999999999987
the	24.442	24.606	0.16400000000000148
chef.	24.628	24.946	0.3180000000000014
Shall	25.018	25.158	0.14000000000000057
I	25.164	25.286	0.12199999999999989
let	25.308	25.398	0.08999999999999986
him	25.404	25.526	0.12199999999999989
in?	25.548	25.83	0.28200000000000003
Sure.	25.9	26.182	0.28200000000000003
I	26.236	26.454	0.21799999999999997
love	26.492	26.694	0.20199999999999818
this.	26.732	26.982	0.25
Bart,	27.036	27.75	0.7139999999999986
come	28.81	29.126	0.3160000000000025
on	29.148	29.334	0.18599999999999994
in.	29.372	29.96	0.588000000000001
Hi,	30.49	31.24	0.75
Richard.	32.01	32.95	0.9400000000000048
Actually,	33.61	34.022	0.41199999999999903
I'm	34.076	34.258	0.18200000000000216
not	34.274	34.406	0.1319999999999979
here	34.428	34.566	0.13800000000000523
to	34.588	34.726	0.13799999999999812
compliment	34.748	35.122	0.37400000000000233
the	35.186	35.8	0.6139999999999972
well,	36.73	37.142	0.41200000000000614
that's	37.196	37.458	0.26200000000000045
okay.	37.474	37.798	0.3240000000000052
I	37.884	38.086	0.20199999999999818
hate	38.108	38.258	0.15000000000000568
when	38.274	38.406	0.1319999999999979
people	38.428	38.566	0.13800000000000523
come	38.588	38.738	0.14999999999999858
back	38.764	38.858	0.09399999999999409
to	38.864	38.986	0.12199999999999989
compliment	39.008	39.334	0.3260000000000005
the	39.382	39.498	0.11599999999999966
chef.	39.504	39.814	0.3100000000000023
Like	39.862	40.026	0.16400000000000148
I	40.048	40.186	0.13799999999999812
have	40.208	40.346	0.13799999999999812
nothing	40.368	40.554	0.18599999999999994
better	40.592	40.842	0.25
to	40.896	41.066	0.1700000000000017
do.	41.088	41.66	0.5719999999999956
So,	43.55	43.914	0.3640000000000043
what's	43.952	44.246	0.29400000000000404
up?	44.278	44.714	0.43599999999999994
Well,	44.832	45.114	0.2819999999999965
it	45.152	45.258	0.10600000000000165
was	45.264	45.578	0.31400000000000006
great	45.664	45.962	0.2980000000000018
seeing	46.016	46.234	0.21800000000000352
you	46.272	46.522	0.25
the	46.576	46.746	0.1700000000000017
other	46.768	46.954	0.18599999999999994
night.	46.992	47.53	0.5380000000000038
It's	47.68	48.006	0.3260000000000005
good	48.038	48.138	0.10000000000000142
to	48.144	48.218	0.07400000000000517
see	48.224	48.346	0.12199999999999989
you	48.368	48.554	0.18599999999999994
too.	48.592	49.18	0.588000000000001
Did	51.17	51.582	0.41199999999999903
you	51.636	51.806	0.1699999999999946
come	51.828	52.014	0.18599999999999994
down	52.052	52.206	0.15400000000000347
here	52.228	52.366	0.13799999999999812
to	52.388	52.478	0.09000000000000341
tell	52.484	52.606	0.12199999999999989
me	52.628	52.766	0.13799999999999812
that?	52.788	53.07	0.2820000000000036
No.	53.14	53.854	0.7139999999999986
Came	54.052	54.366	0.31400000000000006
here	54.388	54.574	0.18599999999999994
to	54.612	54.718	0.10600000000000165
tell	54.724	54.846	0.12199999999999989
you	54.868	55.006	0.13799999999999812
something	55.028	55.262	0.23400000000000176
else.	55.316	55.92	0.6039999999999992
Came	58.21	58.574	0.3639999999999972
here	58.612	59.2	0.588000000000001
to	59.65	59.966	0.3160000000000025
tell	59.988	60.126	0.13799999999999812
