word	onset	offset	duration
Ever.	0.49	0.702	0.2119999999999999
Hey,	0.756	0.974	0.2179999999999999
I	1.012	1.214	0.2019999999999999
call	1.252	1.454	0.2019999999999999
her.	1.492	2.08	0.5880000000000001
Oh,	3.57	3.934	0.3640000000000003
my	3.972	4.222	0.2500000000000004
God.	4.276	4.638	0.3620000000000001
I	4.724	5.022	0.298
love	5.076	5.294	0.2179999999999999
Ross.	5.332	5.722	0.3900000000000005
I	5.786	5.966	0.1800000000000006
hate	5.988	6.234	0.2459999999999995
Ross.	6.282	6.602	0.3200000000000003
I	6.666	6.894	0.2279999999999997
love	6.932	7.134	0.2019999999999999
Ross.	7.172	7.434	0.2620000000000004
I	7.482	7.694	0.2119999999999997
hate	7.732	7.994	0.2619999999999995
Ross.	8.042	8.67	0.6280000000000001
Oh,	10.05	10.366	0.3159999999999989
my	10.388	10.526	0.1379999999999999
God.	10.548	10.878	0.33
I	10.964	11.166	0.2019999999999999
can't	11.188	11.386	0.1979999999999986
find	11.418	11.566	0.1480000000000014
a	11.588	11.678	0.0900000000000016
boyfriend.	11.684	12.122	0.4380000000000006
So	12.186	12.366	0.1799999999999997
I	12.388	12.526	0.1379999999999999
guess	12.548	12.686	0.1379999999999999
I'll	12.708	12.858	0.1500000000000003
just	12.874	13.006	0.1319999999999996
stumble	13.028	13.306	0.2779999999999987
across	13.338	13.534	0.1960000000000015
the	13.572	13.678	0.1060000000000016
hall	13.684	13.818	0.1340000000000003
and	13.834	13.966	0.1319999999999996
sleep	13.988	14.138	0.1500000000000003
with	14.154	14.238	0.0839999999999996
the	14.244	14.318	0.0739999999999998
first	14.324	14.494	0.1699999999999999
guy	14.532	14.734	0.2019999999999999
I	14.772	14.926	0.1539999999999999
find	14.948	15.086	0.1379999999999999
him	15.108	15.294	0.1859999999999999
there.	15.332	15.92	0.5879999999999992
Come	19.01	19.374	0.3639999999999972
on,	19.412	19.566	0.1539999999999999
this	19.588	19.726	0.1379999999999981
is	19.748	19.886	0.1379999999999981
the	19.908	20.094	0.1859999999999999
last	20.132	20.382	0.25
night.	20.436	20.846	0.4100000000000001
Yeah,	20.948	21.214	0.2659999999999982
you're	21.252	21.466	0.2140000000000022
right.	21.498	21.694	0.1959999999999979
You're	21.732	21.898	0.1660000000000003
right.	21.914	22.142	0.2279999999999979
And	22.196	22.366	0.1699999999999981
so	22.388	22.67	0.282
for	22.74	22.974	0.2340000000000017
the	23.012	23.166	0.1539999999999999
last	23.188	23.422	0.2340000000000017
time,	23.476	23.694	0.2179999999999999
I	23.732	23.886	0.1539999999999999
would	23.908	24.046	0.1379999999999981
like	24.068	24.206	0.1379999999999981
to	24.228	24.366	0.1379999999999981
ask	24.388	24.574	0.1859999999999999
you	24.612	24.982	0.370000000000001
boohoo.	25.076	25.794	0.718
Get	25.842	26.006	0.1640000000000014
out	26.028	26.166	0.1380000000000016
of	26.188	26.278	0.0899999999999998
my	26.284	26.406	0.1219999999999998
room.	26.428	27.0	0.5719999999999992
It.	32.41	32.87	0.4600000000000008
Yeah,	32.94	33.222	0.2820000000000036
we	33.276	33.446	0.1699999999999946
should	33.468	33.606	0.1379999999999981
get	33.628	33.766	0.1379999999999981
a	33.788	33.878	0.0900000000000034
move	33.884	34.054	0.1700000000000017
on	34.092	34.246	0.1540000000000034
if	34.268	34.406	0.1379999999999981
we	34.428	34.518	0.0900000000000034
want	34.524	34.598	0.073999999999998
to	34.604	34.678	0.073999999999998
