word	onset	offset	duration
I	0.33	0.446	0.11599999999999999
don't	0.468	0.606	0.13799999999999996
know	0.628	0.766	0.138
why	0.788	0.926	0.138
I'm	0.948	1.146	0.19799999999999995
here.	1.178	1.76	0.5820000000000001
I	2.45	2.814	0.3639999999999999
didn't	2.852	3.114	0.262
ask.	3.162	3.76	0.5979999999999999
You	6.45	6.766	0.31599999999999984
want	6.788	6.926	0.1379999999999999
to	6.948	7.038	0.08999999999999986
come	7.044	7.214	0.17000000000000082
in?	7.252	7.84	0.5880000000000001
I	8.21	8.526	0.31599999999999895
don't	8.548	8.746	0.1980000000000004
know.	8.778	9.36	0.581999999999999
Oh,	10.61	11.022	0.4120000000000008
okay.	11.076	11.68	0.6039999999999992
Well,	13.01	13.374	0.36400000000000077
I'll	13.412	13.578	0.1659999999999986
just	13.594	13.774	0.17999999999999972
leave	13.812	13.966	0.15399999999999991
the	13.988	14.078	0.08999999999999986
door	14.084	14.346	0.26200000000000045
open	14.378	14.526	0.1479999999999997
and	14.548	14.686	0.1379999999999999
go	14.708	14.846	0.1379999999999999
sit	14.868	15.054	0.18599999999999994
on	15.092	15.198	0.10599999999999987
the	15.204	15.278	0.07399999999999984
couch.	15.284	15.87	0.5859999999999985
Chandler	18.85	19.546	0.695999999999998
is	19.578	19.726	0.1479999999999997
such	19.748	19.886	0.13799999999999812
an	19.908	20.094	0.18599999999999994
idiot.	20.132	20.89	0.7579999999999991
Drink?	21.05	21.95	0.8999999999999986
Yeah,	23.33	23.982	0.652000000000001
I'll	24.116	24.378	0.26200000000000045
have	24.394	24.526	0.13200000000000145
a	24.548	24.638	0.09000000000000341
Scotch,	24.644	25.026	0.38200000000000145
rocks,	25.098	25.458	0.35999999999999943
with	25.474	25.606	0.13200000000000145
a	25.628	25.718	0.08999999999999986
twist.	25.724	26.37	0.6460000000000008
I	26.53	26.854	0.32399999999999807
remember.	26.892	27.48	0.588000000000001
You	30.73	31.046	0.31599999999999895
still	31.068	31.254	0.18599999999999994
smoking.	31.292	31.99	0.6979999999999968
No,	33.77	34.23	0.45999999999999375
no,	34.3	34.678	0.3780000000000001
that's	34.764	35.538	0.7739999999999938
art.	35.714	36.44	0.7259999999999991
If	37.95	38.314	0.3639999999999972
it	38.352	38.458	0.10600000000000165
bothers	38.464	38.726	0.26200000000000045
you,	38.758	38.906	0.14799999999999613
I	38.928	39.018	0.09000000000000341
can	39.024	39.146	0.12199999999999989
put	39.168	39.306	0.13799999999999812
my	39.328	39.562	0.23399999999999466
art	39.616	39.93	0.31400000000000006
out.	40.0	40.62	0.6199999999999974
That's	42.19	42.646	0.45600000000000307
okay.	42.678	43.26	0.5820000000000007
So,	46.19	46.554	0.3640000000000043
Monica,	46.592	47.45	0.8580000000000041
let	48.03	48.346	0.3159999999999954
me	48.368	48.506	0.13799999999999812
ask	48.528	48.666	0.13799999999999812
you	48.688	48.826	0.13799999999999812
a	48.848	49.42	0.5720000000000027
know,	50.11	50.474	0.3639999999999972
since	50.512	50.762	0.25
we	50.816	50.95	0.13400000000000034
broke	50.96	51.226	0.26599999999999824
up,	51.258	51.454	0.19599999999999795
do	51.492	51.598	0.10600000000000165
you	51.604	51.726	0.12199999999999989
ever	51.748	52.32	0.5720000000000027
think	53.17	53.534	0.3639999999999972
about	53.572	53.774	0.20199999999999818
me?	53.812	54.4	0.588000000000001
Yeah.	55.01	55.566	0.5560000000000045
Actually,	55.668	56.03	0.3620000000000019
I	56.1	56.382	0.2819999999999965
thought	56.436	56.654	0.21800000000000352
about	56.692	56.846	0.15399999999999636
you	56.868	57.246	0.3780000000000001
a	57.348	57.566	0.21800000000000352
couple	57.588	57.774	0.18599999999999994
months	57.812	58.014	0.2020000000000053
ago.	58.052	58.542	0.490000000000002
Oh,	58.676	58.974	0.2979999999999947
really?	59.012	59.406	0.39399999999999835
Yeah,	59.508	59.774	0.26599999999999824
but	59.812	59.918	0.10600000000000165
it's	59.924	60.106	0.18200000000000216
because	60.138	60.43	0.2920000000000016
I	60.5	60.686	0.18599999999999994
had	60.708	60.846	0.13799999999999812
that	60.868	61.15	0.2819999999999965
eye	61.22	61.466	0.24600000000000222
exam	61.498	61.886	0.38800000000000523
and	61.988	62.458	0.46999999999999886
I	62.564	62.738	0.1739999999999995
don't	62.744	62.866	0.12199999999999989
like	62.888	63.026	0.13800000000000523
my	63.048	63.138	0.0899999999999963
new	63.144	63.314	0.1700000000000017
eye	63.352	63.518	0.16600000000000392
doctor.	63.534	64.21	0.6759999999999948
Who	65.75	66.114	0.3640000000000043
is	66.152	66.306	0.15399999999999636
it?	66.328	66.562	0.23399999999999466
Edward	66.616	66.974	0.3580000000000041
Netsky?	67.022	67.838	0.8159999999999883
Yeah,	67.934	68.194	0.2600000000000051
he's	68.232	68.526	0.29399999999999693
no	68.558	68.754	0.19599999999999795
good.	68.792	69.38	0.5879999999999939
Do	71.11	71.378	0.2680000000000007
you	71.384	71.458	0.07399999999999807
ever	71.464	72.02	0.5559999999999974
think	72.47	72.834	0.3640000000000043
about	72.872	73.074	0.20199999999999818
me	73.112	73.314	0.20199999999999818
in	73.352	73.506	0.15399999999999636
a	73.528	74.1	0.5719999999999885
non	75.13	75.554	0.4240000000000066
eye	75.602	75.826	0.22399999999998954
doctor	75.858	76.162	0.30400000000000205
way?	76.226	76.84	0.6140000000000043
No.	77.21	77.96	0.75
Because	82.65	83.254	0.6039999999999992
getting	83.372	83.654	0.2819999999999965
over	83.692	83.894	0.2020000000000124
you	83.932	84.086	0.15399999999999636
is	84.108	84.246	0.13799999999999102
the	84.268	84.358	0.09000000000000341
hardest	84.364	84.626	0.26200000000000045
thing	84.658	84.806	0.14799999999999613
that	84.828	84.918	0.09000000000000341
I've	84.924	85.058	0.13400000000000034
ever	85.074	85.206	0.132000000000005
had	85.228	85.366	0.13800000000000523
to	85.388	85.526	0.13799999999999102
do.	85.548	86.12	0.5720000000000027
And	87.21	87.586	0.3760000000000048
I	87.628	87.738	0.10999999999999943
never	87.744	87.914	0.1700000000000017
let	87.952	88.106	0.15399999999999636
myself	88.128	88.362	0.23399999999999466
think	88.416	88.634	0.21800000000000352
about	88.672	88.922	0.25
you.	88.976	89.58	0.6039999999999992
Phoebe.	97.15	98.086	0.9359999999999928
You	98.278	98.634	0.35599999999999454
picked	98.672	99.014	0.34199999999999875
Joey	99.062	99.542	0.480000000000004
and	99.606	99.942	0.3359999999999985
Ross.	100.016	100.394	0.3780000000000001
You	100.442	100.606	0.16400000000000148
cannot	100.628	100.954	0.3259999999999934
have	101.002	101.166	0.16400000000000148
two	101.188	101.374	0.18599999999999284
backups.	101.412	102.458	1.0459999999999923
Of	102.634	102.926	0.2920000000000016
course	102.948	103.23	0.2820000000000107
I	103.3	103.534	0.23400000000000887
can.	103.572	104.254	0.6820000000000022
It's	104.452	104.826	0.3739999999999952
just	104.858	105.054	0.19599999999999795
good	105.092	105.342	0.25
sense	105.396	105.614	0.21800000000000352
to	105.652	105.854	0.20199999999999818
back	105.892	106.094	0.20199999999999818
up	106.132	106.286	0.15399999999999636
your	106.308	106.542	0.23399999999999466
backup.	106.596	107.274	0.6779999999999973
Look,	107.402	107.694	0.2920000000000016
I've	107.732	107.946	0.21399999999999864
already	107.978	108.222	0.24399999999999977
lost	108.276	108.554	0.2780000000000058
Chandler.	108.602	109.47	0.867999999999995
Phoebe,	111.57	112.47	0.9000000000000057
we're	112.65	113.006	0.35599999999999454
both	113.038	113.33	0.2920000000000016
your	113.4	113.586	0.18599999999999284
backup.	113.608	114.062	0.4539999999999935
Phoebe,	114.126	114.638	0.5120000000000005
how	114.734	114.946	0.2120000000000033
could	114.968	115.106	0.13799999999999102
you	115.128	115.266	0.13800000000000523
do	115.288	115.474	0.18600000000000705
this	115.512	115.666	0.15399999999999636
to	115.688	115.826	0.13799999999999102
me?	115.848	116.42	0.5720000000000027
Agalo,	117.19	117.886	0.695999999999998
I	117.918	118.018	0.09999999999999432
don't	118.024	118.098	0.07399999999999807
know	118.104	118.226	0.12199999999999989
what	118.248	118.386	0.13799999999999102
