word	onset	offset	duration
Oh,	1.93	2.238	0.30800000000000005
my	2.324	2.67	0.3460000000000001
God.	2.74	3.36	0.6199999999999997
I	5.09	5.454	0.3639999999999999
know.	5.492	6.08	0.5880000000000001
I	7.65	8.014	0.363999999999999
tell	8.052	8.254	0.20199999999999996
you	8.292	8.494	0.20199999999999996
something.	8.532	9.12	0.5879999999999992
We	9.49	9.854	0.363999999999999
are	9.892	10.046	0.15399999999999991
gonna	10.068	10.206	0.1379999999999999
do	10.228	10.414	0.18599999999999994
that	10.452	10.798	0.3460000000000001
again.	10.884	11.52	0.6359999999999992
Okay.	13.97	14.72	0.75
Morning.	26.25	27.0	0.75
All	29.21	29.574	0.36400000000000077
right.	29.612	30.054	0.44200000000000017
Yeah.	30.172	30.84	0.6679999999999993
Oh,	32.09	32.742	0.6519999999999939
God.	32.876	33.56	0.6840000000000046
Oh,	34.49	34.854	0.3639999999999972
I	34.892	35.094	0.20199999999999818
can't	35.132	35.346	0.21399999999999864
believe	35.378	35.67	0.2920000000000016
Joey	35.74	36.146	0.4059999999999988
trippion.	36.178	36.818	0.6400000000000006
He	36.914	37.126	0.2119999999999962
heard	37.148	37.334	0.18599999999999994
me	37.372	37.586	0.21399999999999864
throw	37.628	37.974	0.34599999999999653
up.	38.022	38.62	0.597999999999999
He	40.03	40.538	0.5079999999999956
actually	40.624	40.97	0.34599999999999653
saw	41.04	41.274	0.23400000000000176
you	41.312	41.466	0.15400000000000347
a	41.488	41.578	0.09000000000000341
little	41.584	41.706	0.12199999999999989
bit	41.728	41.914	0.18599999999999994
too.	41.952	42.25	0.2980000000000018
No.	42.32	42.94	0.6199999999999974
Oh,	44.99	45.354	0.3639999999999972
God.	45.392	45.98	0.5879999999999939
We	46.59	46.954	0.3639999999999972
didn't.	46.992	47.542	0.5500000000000043
No,	47.686	48.38	0.6940000000000026
not	49.47	49.93	0.46000000000000085
after	50.0	50.234	0.23400000000000176
seeing	50.272	50.522	0.25
that.	50.576	51.18	0.6039999999999992
God,	53.17	53.63	0.46000000000000085
I'm	53.7	53.898	0.1980000000000004
just	53.914	54.094	0.17999999999999972
a	54.132	54.238	0.10600000000000165
horrible	54.244	54.634	0.39000000000000057
person.	54.682	55.28	0.597999999999999
Why?	56.05	56.798	0.7480000000000047
Because	56.964	57.39	0.42600000000000193
I'm	57.46	57.834	0.37400000000000233
married.	57.882	58.57	0.6880000000000024
That's	58.73	59.146	0.4160000000000039
right.	59.178	59.374	0.19600000000000506
I'm	59.412	59.706	0.29400000000000404
a	59.738	59.838	0.10000000000000142
married	59.844	60.202	0.357999999999997
woman.	60.266	60.73	0.46399999999999864
And	60.81	61.006	0.19599999999999795
I	61.028	61.166	0.13799999999999812
came	61.188	61.326	0.13799999999999812
to	61.348	61.486	0.13799999999999812
a	61.508	61.598	0.0899999999999963
TV	61.604	61.834	0.23000000000000398
star's	61.882	62.186	0.30400000000000205
apartment	62.218	62.486	0.2679999999999936
to	62.538	62.706	0.16800000000000637
have	62.728	62.818	0.0899999999999963
an	62.824	62.994	0.1700000000000017
affair.	63.032	63.73	0.6980000000000004
That's	65.19	65.566	0.3760000000000048
ridiculous.	65.598	66.53	0.9320000000000022
I'm	67.27	67.646	0.3760000000000048
not	67.678	67.874	0.19599999999999795
a	67.912	68.21	0.2979999999999876
star.	68.28	68.9	0.6200000000000045
Just	70.39	70.754	0.3640000000000043
a	70.792	71.234	0.44199999999999307
regular	71.352	71.95	0.597999999999999
famous	72.03	72.494	0.46399999999999864
actor.	72.542	73.33	0.7879999999999967
Yeah,	74.71	75.134	0.4240000000000066
and	75.192	75.318	0.12600000000000477
I'm	75.324	75.506	0.18200000000000216
a	75.538	75.782	0.24399999999999977
