word	onset	duration
YEAH	0.6425	0.5900
WELL	1.6525	0.2300
EXCUSE	1.8825	2.0700
ME	4.9125	0.3300
FOR	5.2425	1.1600
WANTING	7.0125	2.3800
TO	9.3925	0.4600
BE	9.8525	0.3600
WITH	10.2125	0.6300
MY	10.8425	0.2400
GIRLFRIEND	11.0825	0.6500
ON	11.7325	0.1300
OUR	11.8625	0.1600
ANNIVERSARY	12.0225	0.7600
BOY	12.7825	0.2900
WHAT	13.0725	0.1700
AN	13.2425	0.1100
ASS	13.3525	0.3100
AM	13.6625	0.1400
I	13.8025	0.3400
BUT	14.4025	0.4300
I	15.7325	0.4100
TOLD	16.1425	0.5500
YOU	16.6925	0.1400
I	16.8325	0.2100
DIDN'T	17.0425	0.4200
HAVE	17.4625	0.4200
THE	17.8825	0.0800
TIME	17.9625	0.8000
YOU	18.7625	0.1900
NEVER	18.9525	0.4400
HAVE	19.3925	0.2700
THE	19.6625	0.1000
TIME	19.7625	0.6100
I	20.3725	0.4500
DON'T	20.8225	0.1400
FEEL	20.9625	0.1800
LIKE	21.1425	0.1800
I	21.3225	0.0700
EVEN	21.3925	0.1500
HAVE	21.5425	0.1500
A	21.6925	0.0300
GIRLFRIEND	21.7225	0.6100
ANYMORE	22.3325	0.5400
RACHEL	22.8725	0.3800
ROSS	23.4925	0.3200
WHAT	23.8125	0.3200
DO	24.1325	0.0900
YOU	24.2225	0.1000
WANT	24.3225	0.2200
FROM	24.5425	0.2600
ME	24.8025	0.1200
YOU	24.9225	0.1600
WANT	25.0825	0.2300
ME	25.3125	0.1000
TO	25.4125	0.0900
QUIT	25.5025	0.4800
MY	25.9825	0.1800
JOB	26.1625	0.3700
SO	26.5325	0.1500
YOU	26.6825	0.1200
CAN	26.8025	0.1400
FEEL	26.9425	0.1800
LIKE	27.1225	0.1200
YOU	27.2425	0.0800
HAVE	27.3225	0.0900
A	27.4125	0.0700
GIRLFRIEND	27.4825	0.6600
NO	28.1425	0.2000
BUT	28.3425	0.1100
IT	28.4525	0.0600
WOULD	28.5125	0.1300
BE	28.6425	0.1000
NICE	28.7425	0.3000
IF	29.0425	0.1100
YOU'D	29.1525	0.1800
REALIZE	29.3325	0.3900
THAT	29.7225	0.1000
IT'S	29.8225	0.1800
JUST	30.0025	0.3500
A	30.3525	0.0700
JOB	30.4225	0.8500
JUST	32.3025	0.7000
A	33.8225	0.1000
JOB	33.9225	0.7800
YES	35.1425	0.5600
ROSS	36.6325	0.3000
DO	36.9325	0.1000
YOU	37.0325	0.1000
REALIZE	37.1325	0.3200
THIS	37.4525	0.1400
IS	37.5925	0.1200
THE	37.7125	0.0900
FIRST	37.8025	0.3200
TIME	38.1225	0.1100
IN	38.2325	0.0800
MY	38.3125	0.1600
LIFE	38.4725	0.2900
I'M	38.7625	0.2000
DOING	38.9625	0.2000
SOMETHING	39.1625	0.2800
I	39.4425	0.0700
ACTUALLY	39.5525	0.3100
CARE	39.8625	0.2900
ABOUT	40.1525	0.4100
THIS	40.7025	0.1100
IS	40.8125	0.1000
THE	40.9125	0.1000
FIRST	41.0125	0.2900
TIME	41.3025	0.1300
IN	41.4325	0.0700
MY	41.5025	0.1500
LIFE	41.6525	0.2400
I'M	41.8925	0.1000
DOING	41.9925	0.2000
SOMETHING	42.1925	0.2300
THAT	42.4225	0.1100
I'M	42.5325	0.1100
ACTUALLY	42.6425	0.3600
GOOD	43.0025	0.3900
AT	43.3925	0.2200
I	44.0825	0.0800
MEAN	44.1625	0.4000
IF	44.5625	0.1100
YOU	44.6725	0.0900
DON'T	44.7625	0.1500
GET	44.9125	0.2100
THAT	45.1225	0.1900
NO	45.3125	0.0700
HEY	45.3825	0.1600
I	45.5425	0.1000
GET	45.6425	0.3000
THAT	45.9425	0.2400
I	46.2825	0.1100
GET	46.3925	0.3700
THAT	46.7625	0.2200
BIG	46.9825	0.2700
TIME	47.2525	0.1700
AND	47.4225	0.1300
I'M	47.5525	0.1000
HAPPY	47.6525	0.3300
FOR	47.9825	0.2700
YOU	48.2525	0.0700
BUT	48.3225	0.1100
I'M	48.4325	0.1000
TIRED	48.5325	0.2700
OF	48.8025	0.0800
HAVING	48.8825	0.2000
A	49.0825	0.0500
RELATIONSHIP	49.1325	0.5900
WITH	49.7225	0.0900
YOUR	49.8125	0.1700
ANSWERING	49.9825	0.5300
MACHINE	50.5125	0.4500
OKAY	50.9625	0.2600
I	51.2225	0.1300
DON'T	51.3525	0.0900
KNOW	51.4425	0.0800
WHAT	51.5225	0.1700
