word	onset	duration
YOU	0.0125	0.1500
AND	0.3325	2.1500
MY	2.9025	0.4600
SISTER	3.3625	0.4400
SITTING	3.8325	0.3700
IN	4.2025	0.1000
A	4.3025	0.0400
TREE	4.3425	0.3100
YEP	4.9025	0.2800
I'M	5.1825	1.6200
IN	7.1225	0.5700
A	7.6925	0.0600
TREE	7.7525	0.3800
DID	8.4725	0.1400
HE	8.6125	2.9800
CALL	12.1225	0.4800
DID	12.8125	0.2500
MARK	13.1525	0.4900
CALL	13.6425	0.2500
NO	14.0125	0.2200
HONEY	14.2325	0.2100
I'M	14.4425	0.0900
SORRY	14.5325	0.4100
BUT	15.0925	0.1300
THE	15.2225	0.0600
WEEKEND'S	15.2825	0.3300
NOT	15.6125	0.1600
OVER	15.7725	0.2300
YET	16.0025	0.2100
OH	18.5425	0.1500
MY	19.2925	1.5900
GOD	21.5125	0.4200
IS	22.7925	0.2700
THAT	23.0625	0.4200
PHOEBE	23.4825	0.3500
GUESS	24.2425	0.2400
THEY'RE	25.1625	3.7800
BACK	28.9425	1.8800
FROM	31.1025	2.6900
THEIR	33.7925	0.6000
DATE	34.3925	0.1700
OH	34.9925	2.2100
MUSIC	37.2025	1.9200
VERY	39.3125	0.3800
NICE	39.6925	0.3700
OH	40.0625	0.6500
MY	40.7125	2.6200
GOD	43.3325	0.2200
SO	43.6625	0.2400
HOW	43.9025	0.6700
ARE	44.5725	0.1400
YOU	44.7125	0.5600
I	45.7525	0.1800
AM	45.9325	0.3100
GOOD	46.2425	0.2100
I	46.4525	0.1500
FINISHED	46.6025	0.9100
MY	47.5125	0.1400
BOOK	47.6525	0.3800
OH	48.0325	0.2700
YEAH	48.3025	0.2400
WHAT'S	48.5425	0.3900
IT	48.9325	0.0900
ABOUT	49.0225	0.4700
I	49.4925	0.0900
DON'T	49.5825	0.2300
REMEMBER	49.8125	0.3400
DO	50.1525	0.0600
YOU	50.2125	0.0900
WANT	50.3025	0.1600
TO	50.4625	0.0700
TAKE	50.5325	0.1800
A	50.7125	0.0400
WALK	50.7525	0.2500
YEAH	51.0025	0.4000
YEAH	51.4025	1.7400
I	53.1425	1.5300
DO	56.0225	0.9500
HI	57.8225	0.3100
HOW'S	58.5225	0.2400
IT	58.7625	0.0800
GOING	58.8425	0.4100
THIS	59.5425	0.2600
IS	59.8025	0.1100
THE	59.9125	0.0800
HARDEST	59.9925	0.4200
LETTER	60.4125	0.4300
I'VE	60.8425	0.1700
EVER	61.0125	0.2100
HAD	61.2225	0.2000
TO	61.4225	0.1400
WRITE	61.5625	0.3100
WHAT	62.1025	0.1600
THE	62.2625	0.0600
