word	onset	duration
Why	0.01247	0.4589
don't	0.47143	1.3469
we	1.81837	0.9278
not	2.74626	0.2394
speak	2.98571	0.5288
until	3.64422	0.3192
then	3.96349	0.1995
Okay	4.67188	0.1297
Seriously	10.15941	0.3691
breathe	10.52857	0.2394
louder	10.76803	0.2693
Ross	11.03741	0.3891
That's	11.42653	5.3478
great	16.77438	0.1197
You	16.8941	0.0798
know	16.97392	0.2494
we	17.22336	0.1895
should	17.41293	0.2095
probably	17.62245	0.3990
ask	18.02154	0.3492
the	18.37075	0.0897
doctor	18.46054	0.7682
if	19.2288	0.1596
she	19.38844	0.1396
even	19.52812	0.2893
knows	19.81746	0.2095
how	20.02698	0.2494
to	20.27642	0.0798
deliver	20.35624	0.5687
a	20.92494	0.0299
baby	20.95488	0.4589
that's	21.41383	0.2993
half	21.73311	0.2494
human	22.05238	0.4190
half	22.47143	0.2594
pure	22.82063	0.3891
evil	23.20975	0.4489
Hello	23.82834	2.5741
Hi	27.63968	0.1097
Dr	27.98889	0.6285
Long	28.61746	0.2993
how	28.91678	0.2793
are	29.19615	0.2394
you	29.4356	0.4689
Oh	29.98435	0.1596
you're	30.14399	0.1596
nice	30.30363	0.2993
to	30.60295	0.1097
her	30.7127	0.2693
She	31.25147	0.2793
has	31.78027	2.9433
the	34.86327	0.0897
drugs	34.95306	0.4290
We'll	35.38209	0.1396
do	35.52177	0.1596
a	35.68141	0.1097
quick	35.79116	0.2594
check	36.15034	0.4789
Okay	36.62925	0.8281
So	37.65692	0.4489
eight	38.36531	0.2294
days	38.59478	0.2494
late	38.84422	0.3092
huh	39.15351	0.3292
Yeah	39.6424	0.3591
You	40.16122	0.1396
must	40.30091	0.1596
be	40.50045	0.0798
getting	40.58027	0.2394
a	40.81973	0.0498
little	40.86961	0.2394
uncomfortable	41.10907	0.6485
Yeah	41.7576	0.2893
just	42.04694	0.4489
a	42.49592	0.3093
tad	43.27415	1.6263
Well	44.90045	0.1297
you're	45.03016	0.1097
about	45.13991	0.4190
80	45.55896	0.2893
effaced	45.91814	0.6086
so	46.62653	0.3891
you're	47.01565	0.2195
on	47.23515	0.1297
your	47.36485	0.1197
