word	onset	duration
Five	0.33175	0.1396
women	0.51134	0.1995
have	0.71088	0.1297
had	0.87052	0.6285
five	1.49909	0.1396
babies	1.63878	0.1596
and	2.17755	0.1197
I	2.29728	0.0498
have	2.34717	0.3392
had	2.68639	0.2993
no	2.98571	0.0598
babies	3.04558	0.3791
Why	3.42472	0.9179
doesn't	4.34263	0.1496
she	4.49229	0.1197
want	4.80159	0.1197
to	5.25057	0.0598
come	5.37029	0.1197
out	5.77937	0.0598
You	5.83923	0.0598
know	5.89909	0.0997
what	5.99887	0.1097
I	6.10862	0.1197
think	6.22834	0.3192
it	6.54762	0.1097
is	6.65737	0.3492
I	7.77483	0.0997
think	7.8746	0.1995
you	8.07415	0.0898
made	8.16395	0.2394
such	8.4034	0.4589
a	8.90227	0.0698
nice	8.97211	0.4589
home	9.43107	0.2793
for	9.71043	0.1596
her	9.87007	0.1895
over	10.05964	0.1197
the	10.17937	0.0997
last	10.27914	0.3791
nine	10.65828	0.3292
months	10.98753	0.3392
that	11.32676	0.2793
she	11.71587	0.1795
just	11.89546	0.1995
doesn't	12.09501	0.2294
want	12.32449	0.6784
to	13.45193	0.9678
leave	14.41973	0.6485
Oh	15.06825	0.0698
Look	15.1381	0.3192
at	15.45737	0.2993
you	15.75669	0.2294
making	15.98617	0.3292
up	16.31542	0.2095
crap	16.52494	0.3591
for	16.95397	0.2095
me	17.16349	0.3093
Oh	17.47279	0.0299
God	17.50272	3.2825
Ooh	20.9449	0.1496
ooh	21.09456	0.0698
Okay	21.22426	0.2893
okay	21.6932	0.3591
Ooh	22.28186	0.1396
ooh	22.52132	0.0598
ooh	22.93039	0.3392
ooh	23.26961	0.1596
Oh	23.72857	0.1496
21	23.87823	0.5886
hours	24.46689	0.5487
You're	25.33492	0.3591
a	25.6941	0.0898
hero	25.7839	0.5387
Doctor	26.37256	0.2195
you	26.59206	0.0598
got	26.65193	0.2095
to	26.86145	0.0698
do	26.93129	0.8680
something	27.95896	0.2195
You	28.17846	0.0798
got	28.25828	0.0997
to	28.35805	0.1596
give	28.51769	0.1197
me	28.63741	0.1097
drugs	28.74717	0.3492
or	29.24603	0.1795
you	29.42562	0.0798
got	29.50544	0.2993
to	29.80476	0.0598
light	29.86463	0.2095
a	30.07415	0.0399
fire	30.11406	0.3392
up	30.45329	0.1097
in	30.56304	0.0897
there	30.65283	0.1396
and	30.79252	0.1496
just	30.94218	0.1396
smoke	31.08186	0.2294
it	31.31134	0.1596
out	31.47098	0.1396
Actually	31.86009	3.5220
I	35.66145	0.0798
think	35.74127	0.2195
you're	35.96077	0.1297
ready	36.09048	0.2394
to	36.32993	0.1197
go	36.44966	0.2095
to	36.65918	0.1895
the	36.84875	0.0898
delivery	36.93855	0.4290
room	37.36757	0.2095
What	38.96395	0.2594
Ten	39.58254	0.3093
centimeters	39.89184	0.6784
You're	41.3585	0.1297
about	41.48821	0.1696
to	41.65782	0.0598
become	41.71769	0.2494
a	41.96712	0.0399
mom	42.00703	0.3192
Oh	42.3263	0.0299
my	44.29184	0.0997
God	44.39161	0.1496
Okay	44.54127	0.5886
Ha	46.16757	0.4090
ha	46.95578	1.4467
ha	48.69184	4.1405
Beat	52.83243	0.4988
you	53.33129	3.2226
sucker	57.16259	0.4789
Is	57.6415	0.2394
this	57.88095	0.4190
the	58.3	0.2394
same	58.53946	0.2693
spoon	58.80884	0.3891
that	59.19796	2.7038
was	61.90181	0.2993
in	63.42834	0.1396
my	63.63787	0.2394
cast	64.26644	1.5764
You	65.84286	0.0598
know	65.90272	0.1097
what	66.01247	0.2693
This	66.56122	0.1596
one	66.81066	2.3147
is	69.3449	0.0698
Oh	69.53447	0.1396
my	69.67415	0.1297
God	69.80385	0.4789
That's	71.25057	0.2294
the	71.48005	0.0798
doctor	71.55986	0.3791
who	71.939	0.0997
was	72.03878	0.1795
in	72.21837	0.0897
my	72.30816	0.1197
room	72.42789	0.2893
before	72.71723	0.4190
Huh	73.13628	2.7437
Well	75.88005	0.0897
it	75.96984	1.0176
must	76.98753	0.2195
be	77.20703	0.1097
one	77.31678	0.1596
of	77.47642	0.2693
those	77.7458	0.0898
closed	77.8356	0.2893
circuit	78.12494	0.3492
in	78.47415	0.0898
hospital	78.56395	0.8181
channels	79.98073	1.4068
No	81.38753	0.1995
no	81.73673	0.2594
that's	81.99615	0.2394
a	82.2356	0.0299
soap	82.26553	0.3392
opera	82.60476	0.3192
This	83.26327	0.1297
is	83.43288	0.0598
a	83.49274	0.0299
very	83.52268	0.2095
