word	onset	duration
TO	0.1025	0.5100
SOLIDIFY	0.8825	0.5400
YOUR	1.4225	0.1400
COMMITMENT	1.5625	0.5300
TO	2.4725	0.1100
DECLARE	2.5825	0.5200
YOUR	3.1025	0.1500
LOVE	3.2525	0.2900
FOR	3.5425	0.1000
ONE	3.6425	0.2000
ANOTHER	3.8425	0.2100
TO	4.0525	0.1500
THE	4.2025	0.0800
WORLD	4.2825	0.4800
EH	4.8525	0.0300
OKAY	5.2625	0.1000
WELL	6.2825	0.2900
THAT'S	6.9925	1.8500
GOOD	9.4025	0.6400
TO	10.2825	0.1200
KNOW	10.4025	0.8300
AH	11.7425	0.6200
THEMR	12.8125	0.6900
BOWMONT'SHERE	13.7525	1.7600
HEY	15.7525	6.6500
MONICA	22.4025	0.4700
THERE'S	23.1725	0.1800
A	23.3525	0.0300
CUSTOMER	23.3825	0.3200
WHO	23.7025	0.0600
WANTS	23.7625	0.1700
TO	23.9325	0.0600
COMPLIMENT	23.9925	0.4500
THE	24.4425	0.0600
CHEF	24.5025	0.2700
SHALL	24.9825	0.2200
I	25.2025	0.0300
LET	25.2325	0.1000
HIM	25.3325	0.0800
IN	25.4125	0.1400
SURE	25.7825	0.4800
I	26.2625	0.1400
LOVE	26.4025	0.3100
THIS	26.7125	0.2200
PART	26.9325	0.6800
COME	27.6125	1.1600
ON	28.9925	0.2800
IN	29.2725	0.2100
HI	30.2825	0.5700
RICHARD	32.1925	0.4200
ACTUALLY	33.7525	0.3600
I'M	34.1125	0.1300
NOT	34.2425	0.1900
HERE	34.4325	0.1300
TO	34.5625	0.1000
COMPLIMENT	34.6625	0.5100
THE	35.1725	0.0600
CHEF	35.2325	0.2600
OH	36.2725	0.2800
THAT'S	37.1825	0.2300
OKAY	37.4125	0.1000
I	37.5125	0.0300
HATE	37.5425	0.1900
WHEN	38.0725	0.2500
PEOPLE	38.3225	0.2100
COME	38.5325	0.1600
BACK	38.6925	0.1500
TO	38.8425	0.0600
COMPLIMENT	38.9025	0.4800
THE	39.3825	0.0600
CHEF	39.4425	0.3700
LIKE	39.8925	0.1500
I	40.0425	0.0900
HAVE	40.1325	0.1300
NOTHING	40.2625	0.3600
BETTER	40.6225	0.2200
TO	40.8425	0.0900
DO	40.9325	0.2600
SO	41.3325	0.1200
WHAT'S	41.6725	2.5600
UP	44.2325	0.1100
WELL	44.9025	0.2100
IT	45.1125	0.1000
WAS	45.2125	0.2600
GREAT	45.7125	0.2700
SEEING	45.9825	0.2800
YOU	46.2625	0.1900
THE	46.6025	0.1400
OTHER	46.7425	0.1500
NIGHT	46.8925	0.1500
IT	47.0425	0.1100
WAS	47.6225	0.2000
GOOD	47.8225	0.0900
TO	47.9825	0.1200
SEE	48.1025	0.2500
YOU	48.3525	0.0900
TOO	48.4425	0.3500
DID	51.3825	0.2600
YOU	51.6425	0.1800
COME	51.8225	0.1800
DOWN	52.0025	0.2100
HERE	52.2125	0.1100
TO	52.3225	0.0600
TELL	52.3825	0.1800
ME	52.5625	0.0900
THAT	52.6525	0.1600
NO	53.0925	0.6800
I	53.7725	0.0300
CAME	54.2325	0.2100
HERE	54.4425	0.1200
TO	54.5625	0.0900
TELL	54.6525	0.1900
YOU	54.8425	0.0800
