word	onset	duration
I	0.3325	0.1000
DIDN'T	0.4325	0.9000
ASK	2.7525	0.7200
YOU	3.9925	0.1600
WANT	4.2325	1.8100
TO	6.5625	0.3900
COME	6.9525	0.1900
IN	7.1425	0.2000
I	8.4025	0.1800
DON'T	8.5825	0.3700
KNOW	9.4725	1.1300
OH	10.6025	0.4400
OKAY	11.0425	0.4200
WELL	13.2225	0.2300
I'LL	13.4525	0.1200
JUST	13.5725	0.2400
LEAVE	13.8125	0.1700
THE	13.9825	0.0900
DOOR	14.0725	0.2700
OPEN	14.3425	0.2100
AND	14.5525	0.1200
GO	14.6725	0.1200
SIT	14.7925	0.2000
ON	14.9925	0.1100
THE	15.1025	0.0600
COUCH	15.1625	0.3400
CHANDLER	15.7825	2.3800
IS	18.1625	0.1500
SUCH	19.0025	0.1900
AN	19.1925	0.3100
IDIOT	19.5025	1.1600
DRINK	21.1825	0.3300
YEAH	21.8525	1.4700
I'LL	23.3225	0.2000
HAVE	23.5225	0.5300
A	24.3625	0.1000
SCOTCH	24.5225	0.4200
ON	24.9425	0.0900
THE	25.0625	0.0600
ROCKS	25.1225	0.3000
WITH	25.4225	0.1100
A	25.5325	0.0400
TWIST	25.5725	0.3500
I	26.7225	0.0900
REMEMBER	26.8125	0.5600
YOU	27.4625	0.0700
STILL	31.0825	0.1800
SMOKING	31.2625	0.3300
CIGARS	31.5925	0.5100
UH	33.1025	0.5400
NO	34.0825	0.3800
NO	34.4625	0.2700
THAT'S	34.7325	0.5300
ART	35.8025	0.3600
IF	36.8425	1.2200
IT	38.2425	0.1500
BOTHERS	38.3925	0.3800
YOU	38.7725	0.1100
I	38.8825	0.0700
CAN	38.9525	0.1000
PUT	39.0525	0.1500
MY	39.2025	0.2100
ART	39.6325	0.2600
OUT	39.8925	0.3800
NO	40.5625	0.2600
THAT'S	40.8225	1.7400
OKAY	42.5625	0.4500
SO	43.7925	0.4200
MONICA	46.4525	0.5500
LET	47.0025	0.2100
ME	48.3025	0.2100
ASK	48.5125	0.2400
YOU	48.7525	0.1200
A	48.8725	0.0300
QUESTION	48.9025	0.4400
YOU	49.6225	0.0800
KNOW	50.0325	0.4700
SINCE	50.5025	0.3000
WE	50.8025	0.0900
BROKE	50.8925	0.3000
UP	51.1925	0.2700
DO	51.4625	0.1000
YOU	51.5625	0.0600
EVER	51.6225	0.2800
THINK	53.3225	0.2100
ABOUT	53.5325	0.2600
ME	53.7925	0.1200
YEAH	55.0725	0.6400
ACTUALLY	55.7125	0.3900
I	56.1025	0.1300
THOUGHT	56.4125	0.2200
ABOUT	56.6325	0.2200
YOU	56.8525	0.2200
A	57.0725	0.0700
COUPLE	57.5825	0.2300
MONTHS	57.8125	0.2200
AGO	58.0325	0.2700
OH	58.8125	0.1400
REALLY	58.9525	0.3400
YEAH	59.6625	0.1400
BUT	59.8025	0.0900
IT'S	59.8925	0.1300
BECAUSE	60.0225	0.1700
I	60.1925	0.2300
HAD	60.6225	0.2100
A	60.8325	0.1700
EYE	61.2225	0.1900
EXAM	61.4125	0.5600
AND	62.0125	0.2900
I	62.6625	0.1000
DON'T	62.7625	0.1100
LIKE	62.8725	0.1500
MY	63.0225	0.1100
NEW	63.1325	0.1400
EYE	63.2725	0.1600
DOCTOR	63.4325	0.3800
WHO	64.4925	1.6300
IS	66.1225	0.1500
IT	66.2725	0.2700
EDWARD	66.6725	0.3600
NEVSKY	67.0325	0.5100
YEAH	67.9325	0.3100
HE'S	68.2425	0.2200
NO	68.4625	0.2100
GOOD	68.6725	0.3200
DO	68.9925	0.0800
YOU	69.2025	0.0600
EVER	69.2825	2.5900
THINK	72.6225	0.2000
ABOUT	72.8225	0.2800
ME	73.1025	0.2000
IN	73.3025	0.1100
A	73.4125	0.2100
NON	75.2925	0.2600
EYE	75.5525	0.2000
DOCTOR	75.7525	0.4000
WAY	76.1525	0.2200
NO	77.3325	0.2200
AH	79.9325	0.2800
BECAUSE	82.8825	0.3300
GETTING	83.4925	0.2400
OVER	83.7325	0.1800
YOU	83.9125	0.2100
IS	84.1225	0.0900
THE	84.2125	0.0800
HARDEST	84.2925	0.3400
THING	84.6325	0.1600
THAT	84.7925	0.1000
I'VE	84.8925	0.0800
EVER	84.9725	0.1800
HAD	85.1525	0.1800
TO	85.3325	0.0600
DO	85.3925	0.3300
AND	87.4525	0.1300
I	87.5825	0.0600
NEVER	87.6425	0.2900
LET	87.9325	0.1700
MYSELF	88.1025	0.4600
THINK	88.8125	0.1900
ABOUT	92.3125	4.1100
YOU	96.4225	0.2600
PHOEBE	97.2525	0.5400
YOU	98.4525	0.1700
PICKED	98.6225	0.4100
JOEY	99.0325	0.6200
AND	99.6525	0.2600
ROSS	99.9125	0.4500
YOU	100.3625	0.0800
CANNOT	100.5025	0.4000
HAVE	100.9025	0.2600
TWO	101.1625	0.1800
BACKUPS	101.3425	0.7500
OF	102.0925	0.0900
COURSE	102.1825	0.9600
I	103.1925	0.2400
CAN	103.4325	0.6000
IT'S	104.6225	0.1500
JUST	104.8025	0.2000
GOOD	105.0025	0.2500
SENSE	105.2525	0.4200
TO	105.6725	0.1200
BACK	105.7925	0.3000
UP	106.0925	0.1600
YOUR	106.2525	0.1400
BACKUP	106.3925	0.7800
LOOK	107.5125	0.1800
I'VE	107.6925	0.2500
ALREADY	107.9425	0.3000
LOST	108.2425	0.9300
CHANDLER	109.2525	1.8400
WHAT	111.0925	0.4500
HEY	111.5425	0.3600
PHOEBE	111.9025	0.4300
WE'RE	112.7425	0.1700
BOTH	112.9125	0.3700
YOUR	113.3825	0.1500
BACKUP	113.5325	0.5700
PHOEBE	114.1325	0.6000
HOW	114.7325	0.1600
COULD	114.8925	0.3700
YOU	115.2625	0.0800
DO	115.3425	0.0800
THIS	115.4225	0.2500
TO	115.6725	0.1100
ME	115.7825	0.4400
I	116.2525	1.1400
DON'T	117.3925	0.2500
KNOW	117.6425	0.1500
WHAT	117.7925	0.6000
YOU'RE	118.3925	0.1300
COMPLAINING	118.5225	0.5400
ABOUT	119.0625	0.2900
NOW	119.3525	0.3400
YOU	119.6925	0.2000
WERE	119.8925	0.1200
BOTH	120.0125	0.3300
AWARE	120.3425	0.4100
OF	120.7525	0.0700
THE	120.8225	0.1000
SITUATION	120.9225	0.8700
NO	121.9225	0.2800
WE	122.2025	0.1100
WEREN'T	122.3125	0.1300
I	122.4425	0.0300
WAS	122.4725	0.6000
NOT	123.2325	0.6400
OKAY	123.8725	0.3800
THIS	124.2525	0.2900
KIND	124.5425	0.1800
OF	124.7225	0.0800
BACK	124.8025	0.2400
TALK	125.0425	0.2800
IS	125.3225	0.1600
NOT	125.4825	0.2100
GOING	125.6925	0.1200
TO	125.8125	0.0600
FLY	125.8725	0.3500
WHEN	126.2225	0.1400
WE'RE	126.3625	0.1300
MARRIED	126.4925	0.3700
PHOEBE	126.8625	0.1200
YOU	126.9825	0.0600
CAN'T	127.0425	1.9400
HAVE	128.9825	0.5000
BOTH	129.4825	0.3000
OF	129.7825	0.0700
THEM	129.8525	0.1300
YOU	129.9825	0.1000
HAVE	130.0825	0.1400
TO	130.2225	0.0800
PICK	130.3025	0.2600
ONE	130.5625	0.3600
PICK	130.9225	0.4300
ME	131.3525	0.2000
NO	131.5825	0.3300
PICK	131.9125	0.2700
ME	132.1825	0.3600
I	132.5425	0.1500
DON'T	132.6925	0.1100
WANT	132.8025	0.1400
TO	132.9425	0.0700
END	133.0125	0.1100
UP	133.1225	0.1500
AN	133.2725	0.0800
OLD	133.3525	0.1800
MAID	133.5325	0.6700
ALL	134.2025	0.0600
RIGHT	134.2625	2.0400
WELL	136.3025	0.1400
LET'S	136.4425	0.2400
SEE	136.6825	0.2100
ROSS	138.0025	0.3700
IS	138.3725	0.1100
A	138.4825	0.0600
GOOD	138.5425	0.2500
FATHER	138.7925	0.4700
BUT	140.6825	0.1900
JOEY	141.8525	0.3000
HAS	142.1525	0.1800
A	142.3325	0.0400
BOAT	142.3725	0.3000
THIS	142.6725	0.1900
IS	142.8625	0.1100
HARD	142.9725	0.4500
THIS	143.4225	0.2100
IS	143.6325	0.0600
CRAZY	143.6925	0.5400
LOOK	144.2325	0.0900
I	144.3225	1.1600
WANT	145.5225	0.5000
TO	146.0225	0.0900
SWITCH	146.1125	0.3000
TO	146.4125	0.0800
RACHEL	146.4925	0.3600
OOH	146.9725	0.2400
I	147.2825	0.1300
WANT	147.4125	0.1500
TO	147.5625	0.0600
SWITCH	147.6225	0.1900
TO	147.8125	0.0800
RACHEL	147.8925	0.2700
TOO	148.1625	0.3800
NO	148.5425	0.4200
JUST	148.9625	0.1300
WAIT	149.0925	0.3900
YOU	149.4825	0.0800
GUYS	149.5625	0.1900
WAIT	149.7525	0.1800
GUYS	149.9325	2.0700
DON'T	152.0025	0.1500
MAKE	152.1525	0.1600
ANY	152.3125	0.1700
RASH	152.4825	0.4200
DECISIONS	152.9025	0.5700
OKAY	153.4725	0.4000
IF	153.9125	0.2400
WE	154.5625	0.2700
GET	154.8325	0.5600
MARRIED	155.3925	0.6900
THREE	156.8425	0.5100
TIMES	157.3525	0.5600
A	158.8325	0.0700
