word	onset	duration
OKAY	2.2325	0.5100
CHANDLER	2.7425	0.5200
OKAY	3.2625	0.4000
AND	3.7225	0.1700
YOUR	3.8925	0.3100
HOROSCOPE	4.2025	0.6600
SAYS	4.8625	0.7800
ON	5.7925	0.1600
THE	5.9525	0.0700
FIFTH	6.0225	0.4300
A	6.5725	0.1200
SPECIAL	6.6925	0.4800
SOMEONE	7.1725	0.6200
IS	7.7925	0.2100
GOING	8.0025	0.2500
TO	8.2525	0.0800
GIVE	8.3325	0.1800
YOU	8.5125	0.1200
A	8.6325	0.1100
GIFT	8.7425	0.4500
OH	9.4125	0.3100
WELL	9.7225	0.1300
THANK	9.8525	0.3300
YOU	10.1825	0.3300
IN	10.5525	0.2800
ADVANCE	11.0125	0.9500
OH	11.9625	0.1000
BUT	12.1225	0.2200
THE	12.3425	0.0700
12th	12.4125	0.6300
BRINGS	13.0825	0.2600
A	13.3425	0.1600
LOVERS'	13.5025	0.5000
SPAT	14.0025	0.4800
YOU'RE	14.9125	0.3400
GOING	15.2525	0.1700
TO	15.4225	0.0800
MAKE	15.5025	0.1800
A	15.6825	0.0400
JOKE	15.7225	0.3300
ABOUT	16.0525	0.1900
MY	16.2425	0.1000
SPECIAL	16.3425	0.4500
PRESENT	16.7925	0.4900
WHY	18.3725	0.4300
WOULD	18.8025	0.1400
YOU	18.9425	0.0900
DO	19.0325	0.2700
THAT	19.8225	1.2200
OH	21.0425	0.1200
WAIT	21.3225	0.1700
AND	21.4925	0.1800
ON	21.6725	0.1400
THE	21.8125	0.0700
19th	21.8825	0.6000
A	22.8625	0.1600
SECRET	23.0225	0.5900
CRUSH	23.6125	0.6200
ANNOUNCES	24.4625	0.7200
ITSELF	25.1825	0.5500
HEY	28.4525	3.2700
GUYS	31.7225	0.3500
HEY	32.2425	0.3800
OH	32.6225	0.0300
MY	32.6525	0.0600
GOD	32.7125	0.2800
IT'S	32.9925	1.9100
JOEY	35.1625	0.0900
TRIBBIANI	35.2525	0.5200
OFMAC	35.7725	0.3100
AND	36.0825	0.2700
CHEESE	36.4625	0.1100
OH	37.3025	0.0300
THAT'S	37.4325	1.4300
RIGHT	38.8625	0.3900
IT'S	39.2525	0.1300
YOUR	39.3825	0.0900
FIRST	39.4725	0.4100
DAY	39.8825	0.2800
SO	40.1625	0.3400
YOU	40.5025	0.1300
PSYCHED	40.6325	0.4300
TO	41.0625	0.1000
FIGHT	41.2525	0.2700
FAKE	41.6625	0.2700
CRIME	41.9425	0.4200
WITH	42.3625	0.1200
YOUR	42.4825	0.2100
ROBOT	42.6925	0.3400
SIDEKICK	43.0325	0.6000
AM	43.6725	0.1500
I	43.8225	0.0300
PSYCHED	43.8525	0.5400
THE	44.7525	0.0800
LEAD	44.8325	0.1800
IN	45.0125	0.0900
MY	45.1025	0.1600
OWN	45.2625	0.1900
TV	45.4525	0.3700
SERIES	45.8225	0.5900
I'VE	46.5725	0.1300
DREAMED	46.7025	0.3000
ABOUT	47.0025	0.2300
THIS	47.2325	0.1700
FOR	47.4025	0.1300
YEARS	47.5325	0.7500
WHY	49.3725	0.3000
HAVE	49.6725	0.1500
I	49.8225	0.0600
NOT	49.8825	0.4700
BEEN	50.3525	0.1900
PREPARING	50.5425	2.4700
NO	53.0125	0.0800
JOEY	53.0925	0.3900
YOU'RE	53.4825	0.1800
GOING	53.6625	0.1200
TO	53.7825	0.0900
BE	53.8725	0.1700
GREAT	54.0425	0.7500
BUT	54.9025	0.1400
I	55.0425	0.0400
GOT	55.0825	0.1400
TO	55.2225	0.0800
ACT	55.3025	0.1700
WITH	55.4725	0.1200
A	55.5925	0.0400
ROBOT	55.6325	0.5300
PHEEBS	56.1625	0.4600
AND	56.6225	0.1900
I	56.8125	0.1800
DON'T	56.9925	0.1000
KNOW	57.0925	0.1400
ANYTHING	57.2325	0.2200
ABOUT	57.4525	0.2400
TECHNOLOGY	57.6925	0.7900
I	58.8925	0.0800
CAN'T	58.9725	0.1800
EVEN	59.1525	0.1400
USE	59.2925	0.1700
CHANDLER'S	59.4625	0.4200
COMPUTER	59.8825	0.5000
EXCEPT	60.3825	0.3900
TO	60.8325	0.1100
FIND	60.9425	0.3300
PORN	61.2725	0.7400
AND	62.2725	1.3300
THAT'S	63.6025	0.2300
ONLY	63.8325	0.1600
BECAUSE	63.9925	0.1900
IT'S	64.1825	0.1400
RIGHT	64.3225	0.2800
THERE	64.6025	0.2300
WHEN	64.8325	0.0900
YOU	64.9225	0.0600
TURN	64.9825	0.2000
IT	65.1825	0.0800
ON	65.2625	0.2900
I	65.6025	1.1000
THINK	68.3625	0.2900
OUR	68.6525	0.1800
LOVERS'	68.8325	0.2900
SPAT	69.1225	0.3000
WILL	69.4225	0.1000
START	69.5225	0.2400
A	69.7625	0.0400
LITTLE	69.8025	0.2300
EARLY	70.0325	0.2100
THIS	70.2425	0.2000
MONTH	70.4425	0.2200
I'LL	71.1825	0.1500
BE	71.3325	0.1200
WAITING	71.4525	0.4800
ARE	114.6225	0.2300
YOU	114.8525	0.3000
JUDGING	115.1525	0.4700
THEM	115.6225	0.2000
BY	115.8225	0.1600
THEIR	115.9825	0.1600
COVERS	116.1425	0.6400
BECAUSE	116.7825	0.2600
YOU'RE	117.0425	0.1700
REALLY	117.2125	0.3100
NOT	117.5225	0.2000
SUPPOSED	117.7225	0.6100
TO	118.3325	0.2900
DO	118.6225	0.3600
THAT	118.9825	0.7500
NO	119.8925	0.1400
I'M	120.0325	0.1300
JUST	120.1625	0.1800
DECIDING	120.3425	0.4300
WHICH	120.7725	0.2200
ONE	120.9925	0.1700
TO	121.1625	0.1500
USE	121.3125	0.3400
I'M	121.6525	0.0900
GOING	121.7425	0.1200
TO	121.8625	0.0600
START	121.9225	0.2200
WRITING	122.1425	0.2500
ANOTHER	122.3925	0.2500
BOOK	122.6425	0.3300
B	123.0125	0.1100
BECAUSE	123.2625	1.9500
THE	125.2125	0.1000
LAST	125.3125	0.3600
ONE	125.6725	0.2000
WAS	125.8725	0.1200
SUCH	125.9925	0.1900
A	126.1825	0.0300
BIG	126.2125	0.2300
SELLER	126.4425	0.4500
WELL	127.3025	1.1700
IF	128.4725	0.1900
YOU	128.6625	0.1100
MUST	128.7725	0.3700
KNOW	129.1425	0.2000
I	129.3425	0.1800
HAVE	129.5225	0.2200
WRITTEN	129.7425	0.2700
14	130.0125	0.6500
BOOKS	130.6625	0.5400
AND	131.7225	0.2900
AS	132.0125	0.1600
I'M	132.1725	0.1800
THE	132.3525	0.1200
ONLY	132.4725	0.2200
ONE	132.6925	0.2600
WHO	132.9525	0.0800
HAS	133.0325	0.2000
READ	133.2325	0.1800
THEM	133.4125	0.3800
I	134.2425	0.1200
CAN	134.3625	0.2000
TELL	134.5625	0.2900
YOU	134.8525	0.3700
THAT	135.4525	0.2100
THEY	135.6625	0.1300
HAVE	135.7925	0.1700
ALL	135.9625	0.2200
BEEN	136.1825	0.2400
VERY	136.4225	0.3100
WELL	136.7325	0.1900
RECEIVED	136.9225	0.5600
BUT	137.6925	2.0700
YOU	139.7625	0.1000
KNOW	139.8625	0.1300
I	139.9925	0.1500
LOST	140.1425	0.3000
ALL	140.4425	0.1600
OF	140.6025	0.0900
THEM	140.6925	0.1600
IN	140.8525	0.0900
THE	140.9425	0.0700
FIRE	141.0125	0.5200
SO	141.9825	0.1800
THIS	142.1625	0.3200
ONE	142.4825	0.3600
THIS	143.1225	0.2200
ONE	143.3425	0.1400
I'M	143.4825	0.1200
GOING	143.6025	0.1200
TO	143.7225	0.0800
KEEP	143.8025	0.2700
IN	144.0725	0.0900
AN	144.1625	0.1200
ASBESTOS	144.2825	0.6000
LINED	144.8825	0.2300
BOX	145.1125	0.3300
FAR	145.4425	0.2500
AWAY	145.6925	0.1600
FROM	145.8525	0.2400
RACHEL	146.0925	0.4200
WHO	146.8425	2.0400
I	148.8825	0.1400
FORGIVE	149.0225	0.6100
HEY	150.0325	1.9400
HEY	152.5825	0.2900
WHAT	152.8725	0.4400
ARE	153.3125	0.1500
YOU	153.4625	0.1500
GUYS	153.6125	0.3200
DOING	153.9325	0.2500
LATER	154.1825	0.3600
OH	154.7125	0.2900
RACHEL	155.0025	0.3700
AND	155.3725	0.0900
I	155.4625	0.1500
HAVE	155.6125	0.1300
APPOINTMENTS	155.7425	0.4700
TO	156.2125	0.0700
GET	156.2825	0.1300
OUR	156.4125	0.0900
HAIR	156.5025	0.1900
CUT	156.6925	0.2700
WE	157.8325	0.0700
DO	157.9025	0.2200
I	158.3725	0.0600
WANT	158.4325	0.1300
TO	158.5625	0.0600
SEE	158.6225	0.1600
WHAT	158.7825	0.0900
HE	158.8725	0.0600
WANTS	158.9325	0.2800
FIRST	159.2125	0.2100
OH	159.4225	0.0500
I	159.7325	1.4600
JUST	161.8825	0.3100
FOUND	162.1925	0.2600
OUT	162.4525	0.1800
ELIZABETH'S	162.6325	0.6500
DAD	163.2825	0.2900
WANTS	163.5725	0.2900
TO	163.8625	0.0700
MEET	163.9325	0.2900
ME	164.2225	0.2200
WAIT	164.4925	0.1300
A	164.6225	0.0300
MINUTE	164.6525	0.1800
HOLD	164.8325	0.1400
THE	164.9725	0.0800
PHONE	165.0525	0.3200
YOU'RE	166.5225	0.2600
NOT	166.7825	0.1800
ELIZABETH'S	166.9625	0.4800
DAD	167.4425	0.5100
THAT'S	168.0125	2.8100
THE	172.7925	0.3300
ONLY	173.1225	0.1900
ONE	173.3125	0.2000
YOU	173.5125	0.1200
GET	173.6325	0.4500
AND	174.0825	0.2300
HE	174.3125	1.8500
HATES	176.1625	0.3600
ME	176.5225	0.1800
OKAY	177.0525	0.3000
APPARENTLY	177.3525	0.4700
HE	177.8225	0.1400
ASKED	177.9625	0.2900
ELIZABETH	178.2525	0.3900
WHY	178.6425	0.1400
SHE	178.7825	0.0900
WOULD	178.8725	0.1100
WANT	178.9825	0.1600
TO	179.1425	0.0600
GO	179.2025	0.2200
OUT	179.4225	0.1200
WITH	179.5425	0.1100
A	179.6525	0.0400
GUY	179.6925	0.3200
WHO	180.0125	0.1800
COULDN'T	180.1925	0.2200
GET	180.4125	0.1200
A	180.5325	0.0300
GIRL	180.5625	0.2200
HIS	180.7825	0.2000
OWN	180.9825	0.1800
AGE	181.1625	0.4700
HUH	182.2825	1.0800
AND	183.3625	0.1500
WHAT	183.5125	0.1100
DID	183.6225	0.0900
SHE	183.7125	0.1600
SAY	183.8725	0.2400
TO	184.1125	0.2100
THAT	184.7525	1.8000
AND	186.6325	0.1200
THAT'S	186.7525	0.2300
