word	onset	duration
OH	0.0325	0.2200
MY	0.4925	0.1800
GOD	1.0925	0.7200
I	1.8125	1.8500
LOVE	3.6625	0.5900
ROSS	4.2525	0.2300
I	4.4825	0.1600
HATE	4.6425	0.2600
ROSS	4.9025	0.8100
I	5.7125	0.1800
LOVE	5.8925	0.3400
ROSS	6.2325	0.3000
I	6.5325	0.2000
HATE	6.7325	0.2100
ROSS	6.9425	0.5500
OH	7.6225	0.1100
MY	7.8025	2.2800
GOD	10.1325	0.1800
I	10.3125	0.5000
CAN'T	11.0025	0.3500
FIND	11.3525	0.3100
A	11.6625	0.0500
BOYFRIEND	11.7125	0.4000
SO	12.2225	0.1200
I	12.3425	0.0800
GUESS	12.4225	0.1800
I'LL	12.6025	0.0600
JUST	12.6625	0.2500
STUMBLE	12.9125	0.4000
ACROSS	13.3125	0.2600
THE	13.5725	0.0800
HALL	13.6525	0.2200
AND	13.8725	0.0900
SLEEP	13.9625	0.1600
WITH	14.1225	0.1000
THE	14.2225	0.0600
FIRST	14.2825	0.4000
GUY	14.6825	0.1800
I	14.8625	0.1800
FIND	15.0425	0.6600
IN	15.7025	0.0600
THERE	15.7625	1.9000
YOU	18.2325	0.1100
GUYS	18.5025	0.5400
COME	19.0425	0.2600
ON	19.3025	0.2400
THIS	19.5425	0.2100
IS	19.7525	0.1200
THE	19.8725	0.0800
LAST	19.9525	0.5500
NIGHT	20.5025	0.2400
YEAH	20.7425	0.3800
YOU'RE	21.1725	0.1900
RIGHT	21.3625	0.2500
YOU'RE	21.6725	0.1600
RIGHT	21.8325	0.3400
AND	22.1725	0.1400
SO	22.3125	0.3600
FOR	22.6725	0.3400
THE	23.0125	0.0600
LAST	23.0725	0.3600
TIME	23.4325	0.3000
I	23.7325	0.1100
WOULD	23.8425	0.1100
LIKE	23.9525	0.1900
TO	24.1425	0.0700
ASK	24.2125	0.4100
YOU	24.6225	0.2700
BOO	24.9425	0.8400
HOO	25.7825	0.5900
GET	26.3725	0.4700
OUT	26.8425	2.0700
OF	30.0525	0.2000
MY	30.2725	0.2400
ROOM	30.7125	0.3400
YEAH	33.1525	0.1600
WE	33.3125	0.1100
SHOULD	33.4225	0.1700
GET	33.5925	0.4600
A	34.0525	0.2400
MOVE	34.3425	0.1200
ON	34.4625	0.3800
IF	34.8425	0.9900
WE	35.8325	0.0700
WANT	35.9025	3.9600
TO	40.0025	0.0700
MAKE	40.0725	0.2800
THOSE	40.5925	0.4000
DINNER	40.9925	0.1900
RESERVATIONS	41.2025	4.1300
STILL	45.3325	0.1700
BROKEN	45.5025	1.0900
IT	46.5925	0.8600
SUCKS	47.5925	0.6300
MAN	48.2225	0.3500
IT'S	48.9625	0.0900
YOUR	49.0525	0.1000
LAST	49.1525	0.3100
NIGHT	49.4625	0.2000
HERE	49.6625	0.2100
AND	49.8725	0.0900
I	49.9625	0.0600
LOSE	50.0225	0.2100
THE	50.2325	0.0800
TWO	50.3125	0.2000
MOST	50.5125	0.2500
IMPORTANT	50.7625	0.4500
THINGS	51.2125	0.1900
IN	51.4025	0.0600
MY	51.4625	0.1300
LIFE	51.5925	0.4400
THE	52.3425	0.1000
FOOSBALL	52.4425	0.5900
TABLE	53.0325	0.4800
AND	54.3925	0.3700
500	54.9525	0.4300
DOLLARS	55.3825	0.6200
BUT	56.0025	1.7600
YOU	57.8725	0.1000
KNOW	57.9725	0.2800
THERE	58.2525	0.1000
ARE	58.3525	0.0600
OTHER	58.4125	0.1300
WAYS	58.5425	0.2100
YOU	58.7525	0.0600
CAN	58.8125	0.0900
WIN	58.9025	0.0900
BACK	58.9925	0.1800
YOUR	59.1725	0.1000
MONEY	59.2725	0.2900
HOW	59.5625	0.0800
ABOUT	59.6425	0.1500
A	59.7925	0.0300
LITTLE	59.8225	0.3600
UH	60.1825	0.2500
A	60.5225	0.0600
LITTLE	60.5825	0.2200
BLACKJACK	60.8025	0.6500
NAH	61.7925	0.4000
NOT	62.1925	0.1900
MY	62.3825	0.2000
GAME	62.5825	0.4900
OKAY	63.4025	0.4100
UH	63.8125	0.2500
HOW	64.0625	0.0700
ABOUT	64.1325	0.2000
HOW	64.3325	0.2300
ABOUT	64.5625	0.3900
YOU	64.9525	0.0800
KNOW	65.0325	0.0800
WE	65.1125	0.1300
COULD	65.2425	0.1000
PLAY	65.3425	0.1400
A	65.4825	0.0300
NEW	65.5125	0.1500
GAME	65.6625	0.3500
A	66.1725	0.1100
NEW	66.2825	0.1700
GAME	66.4525	0.2300
IT'S	66.6825	0.1300
FUN	66.8125	0.2900
WELL	67.4925	0.1200
WHAT'S	67.6125	0.1300
IT	67.7425	0.0700
CALLED	67.8125	0.3600
CUPS	69.9325	0.5800
I	70.9625	0.0300
DON'T	70.9925	0.1400
KNOW	71.1325	0.0700
HOW	71.2025	1.4600
TO	72.6625	0.0600
PLAY	72.7225	0.1100
CUPS	72.8325	0.5300
I'LL	73.3625	0.3700
TEACH	73.7325	0.2200
YOU	73.9525	0.1200
COME	74.0725	0.4700
ON	74.5425	0.1400
IT'S	74.6825	0.1000
REAL	74.7825	0.2600
EASY	75.0425	0.3300
REALLY	75.4125	0.3800
REALLY	75.7925	0.2200
FUN	76.0125	0.3100
ALL	76.4525	0.0800
RIGHT	76.6125	0.2900
OKAY	76.9025	0.2500
HERE	77.1525	0.1300
YOU	77.2825	0.0600
GO	77.3425	0.1900
I	80.0025	0.1700
HAVE	80.1725	0.1600
TWO	80.3325	0.2100
QUEENS	80.5425	0.6000
WHAT	81.2025	0.1300
DO	81.3325	0.0600
YOU	81.3925	0.0700
HAVE	81.4625	0.2000
A	82.2725	0.1000
TWO	82.4025	0.2500
AND	82.6525	0.1400
A	82.7925	0.0300
FIVE	82.8225	0.4500
HO	83.2725	0.1900
HO	83.4625	0.1800
YOU	83.6425	0.2600
WIN	83.9025	0.3100
50	84.2125	0.3000
DOLLARS	84.5125	0.2900
REALLY	84.8025	0.1400
OH	84.9425	0.0300
YEAH	84.9725	2.3200
OKAY	87.5425	0.3000
LET'S	87.8425	0.8800
PLAY	88.7225	0.1600
AGAIN	88.8825	0.2000
READY	89.1425	0.2500
WHAT	89.7825	0.1600
HAVE	89.9425	0.1200
YOU	90.0625	0.5600
GOT	93.1625	0.4400
FOUR	94.2925	0.4800
AND	94.7725	0.0900
A	94.8625	0.0400
NINE	94.9025	0.4800
YOU'RE	96.0625	0.1100
KIDDING	96.1725	0.4400
RIGHT	97.1625	1.6500
NO	98.8125	0.2500
WHY	99.0625	0.2600
WELL	99.4825	0.1300
THAT'S	99.6125	0.1400
A	99.7525	0.0300
FULL	99.7825	0.2700
CUP	100.0525	0.5100
DAMN	100.8925	2.7300
I	103.6225	0.1200
AM	103.7425	0.1700
GOOD	103.9125	0.5800
AT	104.8025	2.4600
CUPS	107.2625	0.5600
I'M	107.8225	0.1500
NOT	107.9725	0.2500
TALKING	108.2225	0.4300
TO	108.6525	0.0900
HER	108.7425	0.3800
ONE	109.2825	0.3800
OF	109.6625	0.1400
YOU	109.8025	0.1000
HAS	109.9025	0.2800
TO	110.1825	0.0800
TAKE	110.2625	0.2600
THE	110.5225	0.0700
FIRST	110.5925	0.3400
STEP	110.9325	0.4600
AND	111.4325	0.1900
IT	111.6225	0.1000
SHOULD	111.7225	0.2700
BE	111.9925	0.2500
YOU	112.2425	0.1500
BECAUSE	112.3925	0.2400
SHE'S	112.6325	0.2900
THE	112.9225	0.0800
ONE	113.0025	0.2000
WHO'S	113.2025	0.2200
LEAVING	113.4225	0.4200
IT'S	113.8425	0.1600
HARDER	114.0025	0.2800
FOR	114.2825	0.2200
HER	114.5025	0.2900
WELL	117.1425	0.0900
MAYBE	117.2325	0.1700
YOU'RE	117.4025	0.1600
RIGHT	117.6925	0.2000
BUT	118.5925	0.1200
SHE	118.7125	0.1300
MADE	118.8425	0.2600
FUN	119.1025	0.1400
OF	119.2425	0.1300
MY	119.3725	0.1800
PHONE	119.5525	0.8800
PEN	120.5625	1.3200
I	121.9025	0.2000
KNOW	122.1025	0.2200
I	122.3225	0.1500
TOOK	122.4725	0.2200
IT	122.6925	0.7300
HARD	123.7125	1.8300
TOO	125.9225	0.0700
SHE'S	126.1025	0.2300
IN	126.3325	0.1800
THERE	126.5125	0.1500
RIGHT	126.6625	0.2600
NOW	126.9225	0.2200
CRYING	127.1425	0.3700
I	127.5125	0.0600
CAN	127.5725	0.1600
HEAR	127.7325	0.5300
HER	130.6125	0.0600
SHE'S	131.8525	0.1500
NOT	132.0625	0.1300
CRYING	132.1925	0.6800
SHE'S	133.6125	0.2900
HOLDING	133.9025	0.3300
IT	134.2325	0.1100
IN	134.3425	0.2500
SHE'S	134.5925	0.2300
SO	134.8225	0.3800
BRAVE	135.2025	0.3200
GO	135.5225	0.3000
LISTEN	136.2525	0.1500
RACHEL	136.4025	0.1500
I	136.5525	1.5500
FEEL	140.9925	0.3800
REALLY	141.8125	0.3500
BAD	142.1625	0.2000
ABOUT	142.3625	0.2700
WHAT	142.6325	0.1100
HA	142.7425	0.1600
WHAT	143.1525	0.1500
ARE	143.3025	0.0300
YOU	143.3325	0.1000
DOING	143.4325	0.3100
I'M	144.2325	0.1800
UNPACKING	144.4125	0.6600
WHAT	145.3025	1.1100
I'M	146.7325	0.1500
NOT	146.8825	0.2100
MOVING	147.0925	0.4500
IS	148.2025	0.0900
THAT	148.2925	0.1800
PICTURE	148.4725	0.1900
STRAIGHT	148.6625	0.3500
IT	149.5025	0.1100
NEEDS	149.6125	0.1800
TO	149.7925	0.0600
GO	149.8525	0.0900
ABOUT	149.9425	0.1900
20	150.1325	0.3900
BLOCKS	150.5225	0.3300
TO	150.8525	0.1000
THE	150.9525	0.0800
LEFT	151.0325	0.4800
HEY	151.7425	1.5600
YOU	153.3025	0.1000
KNOW	153.4025	0.1200
WHAT	153.5225	0.3900
YOU'RETHE	153.9125	0.3300
ONE	154.2425	0.1400
WHO	154.3825	0.1000
WANTS	154.4825	0.1800
TO	154.6625	0.0600
MAKE	154.7225	0.1400
THIS	154.8625	0.1400
BIG	155.0025	0.2900
CHANGE	155.2925	0.5400
AND	155.8325	0.0900
MOVE	155.9225	0.2200
IN	156.1425	0.1200
WITH	156.2625	0.1600
CHANDLER	156.4225	0.4500
YOUSHOULD	156.8725	0.4500
BE	157.3225	0.0600
THE	157.3825	0.0600
ONE	157.4425	0.1100
TO	157.5525	0.0800
GO	157.6325	0.2300
WHY	157.8625	0.1700
DO	158.0325	0.1100
I	158.1425	0.1200
HAVE	158.2625	0.1500
TO	158.4125	0.1100
LEAVE	158.5225	0.3700
BECAUSE	158.8925	0.1800
IT'S	159.0725	0.1100
MY	159.1825	0.2600
APARTMENT	159.4425	0.6400
WELL	160.0825	0.1600
IT'S	160.2625	0.3900
MINE	160.6525	0.3300
TOO	160.9825	0.1800
WHAT	161.4125	0.2100
ELSE	161.6225	0.1300
YOU	161.7525	0.0700
GOT	161.8225	0.4800
HOW	162.4625	2.1100
ABOUT	164.8625	0.8400
YOU'RE	165.8525	0.1100
MOVING	166.2525	0.1600
WH	166.4125	0.3400
NO	166.7525	0.0800
NO	166.8325	0.1400
NO	167.0525	0.1400
NO	167.1925	0.1200
YES	167.3125	0.1800
YES	167.5125	0.7300
YES	168.2425	0.2000
YES	168.4425	0.1900
YES	168.6325	0.2800
NO	168.9125	0.1000
NO	169.0125	0.0700
NO	169.1725	0.1300
NO	169.3025	0.1900
YES	169.5725	0.1200
NO	169.7325	0.1100
NO	169.8425	0.0800
NO	169.9225	0.0800
YES	170.1025	0.7000
NO	170.8025	0.0800
NO	170.8825	0.0900
NO	170.9725	0.1000
OKAY	171.9125	0.5400
MONICA	172.4825	0.4800
WAIT	172.9625	0.3100
COME	173.2725	0.7000
ON	173.9725	0.1500
COME	174.1225	1.0600
ON	175.1825	0.1800
THIS	176.4825	0.2300
IS	176.7125	0.1200
RIDICULOUS	176.8325	0.7500
WE	179.6025	0.1100
SHOULD	179.7125	0.1500
BE	179.8625	0.0900
PACKING	179.9525	0.2900
YOU	180.2425	0.0900
WH	180.3325	0.6200
HEY	180.9525	2.8700
HOW	183.8225	0.1200
YOU	183.9425	0.2000
GUYS	184.1425	0.1500
DOING	184.2925	0.4400
GREAT	184.7325	0.3800
MONICA'S	185.4325	0.3500
MOVING	185.7825	0.3700
I	186.1525	0.0300
AM	186.2025	0.0600
NOT	186.2825	0.1900
OH	186.4725	0.0300
REALLY	186.5025	0.1200
WELL	186.6425	0.4700
HOW	187.1125	1.5900
COME	188.8425	0.8600
ALL	189.7025	0.1900
YOUR	189.8925	0.1400
STUFF	190.0325	0.2700
IS	190.3025	0.1100
IN	190.4125	0.0900
THIS	190.5025	0.1600
BOX	190.6625	0.5100
OKAY	191.1725	0.1100
YOU	191.2825	0.1000
GUYS	191.3825	0.1700
YOU	191.5525	0.0700
GUYS	191.6225	1.0600
I	192.6825	0.4200
THINK	193.2625	0.2300
I	193.5425	0.1600
KNOW	193.7025	0.1000
WHAT'S	193.8025	1.9400
GOING	195.7425	0.1300
ON	195.8725	0.1700
HERE	196.0725	0.5400
OKAY	196.6125	0.1000
YOU	196.7125	0.1200
GUYS	196.8825	0.2800
STOP	197.1925	0.5300
I	198.2325	0.0900
KNOW	198.3225	0.1200
THAT	198.4425	1.6500
I	200.5125	0.1200
KNOW	200.6325	0.2200
THAT	200.8525	0.1600
YOU'RE	201.0125	0.1600
ACTING	201.2625	0.3500
MAD	201.6125	0.3400
BECAUSE	201.9525	0.3400
YOU	202.2925	0.1300
THINK	202.4225	0.1700
THAT'LL	202.5925	0.2000
MAKE	202.7925	0.1800
IT	202.9725	0.1100
EASIER	203.0825	0.3700
TO	203.4525	0.2000
LEAVE	203.6525	0.3700
BUT	204.1725	0.1500
DEEP	204.3225	0.4400
DOWN	204.7625	0.2400
YOU'RE	205.0025	0.1300
STILL	205.1325	0.5500
REALLY	205.9325	0.2900
SAD	206.2225	0.3100
DEEP	206.5325	0.2300
DEEP	206.7625	0.2100
DOWN	206.9725	0.2900
NO	207.3625	0.2200
PHOEBE	207.5825	0.2900
I	207.8725	0.1400
AMMAD	208.1225	0.2300
WELL	208.6325	0.1600
DEEP	208.7925	0.2100
DEEPDEEP	209.0025	0.4500
DOWN	209.4525	0.3200
YEAH	209.7725	0.1100
I'M	209.8825	0.1400
JUST	210.0225	0.1600
MAD	210.1825	0.2900
THEN	210.6725	1.7300
KEEP	212.5425	0.2600
RUNNING	212.8025	0.3300
YOU	213.1325	0.0800
WIN	213.2125	0.0900
WELL	213.5325	0.5100
WHAT	214.0425	2.2000
DID	216.3525	0.5600
YOU	216.9125	0.5100
HAVE	217.5425	0.2300
WELL	217.9725	0.7200
IT	219.0225	0.1200
DOESN'T	219.1425	0.2400
MATTER	219.3825	0.2400
NOTHING	219.6225	0.3100
BEATS	219.9325	0.2700
A	220.2025	0.1400
THREE	220.7425	0.4100
AND	221.1525	0.2800
A	221.4325	0.0300
SIX	221.4625	0.6600
THAT	222.3125	1.2500
MY	223.5625	0.1900
FRIEND	223.7525	0.3200
IS	224.0725	0.1400
D	224.2125	0.2100
CUP	224.4225	0.3600
OKAY	224.8525	0.2700
NOW	225.1225	2.0500
HOW	227.6725	0.4800
MUCH	228.2125	0.2300
HAVE	228.4425	0.0900
YOU	228.5325	0.1100
WON	228.6425	0.1800
SO	228.8225	0.2300
FAR	229.0525	0.2300
UH	230.1325	0.4900
WOW	230.6225	0.5300
700	231.4525	0.5900
DOLLARS	232.0425	0.1500
NOT	232.4725	0.1700
700	232.6425	0.5700
DOLLARS	233.2125	0.3500
EXACTLY	234.0825	0.2800
YEAH	234.5925	0.2100
DOUBLE	235.4625	0.3500
IT	235.8125	0.1300
WHAT	236.4325	1.4200
YEAH	238.1225	0.1400
SEE	238.2625	0.2000
IN	238.4625	0.1800
CUPS	238.6425	0.3800
ONCE	239.0225	0.2100
YOU	239.2325	0.0600
GET	239.2925	0.1400
700	239.4325	0.5000
DOLLARS	239.9325	0.4300
YOU	240.6725	0.1000
HAVE	240.7725	0.2600
TO	241.0925	0.1000
DOUBLE	241.1925	0.3600
IT	241.5525	0.0900
REALLY	241.7325	0.1400
HEY	241.8725	1.8400
I	244.1725	0.1500
DIDN'T	244.3225	0.1800
MAKE	244.5025	0.1800
UP	244.6825	0.1100
THE	244.7925	0.1100
RULES	244.9025	0.5200
NOW	245.4925	1.4800
OKAY	246.9725	0.2200
SO	247.1925	0.1300
AFTER	247.3225	0.3900
YOU	247.7125	0.1900
RECEIVE	247.9025	0.3500
THE	248.2525	0.0600
DOUBLING	248.3125	0.4000
BONUS	248.7125	0.6000
YOU	249.6325	0.1800
GET	249.8125	0.3700
UH	250.1825	0.4700
ONE	250.7425	0.3100
CARD	251.0525	0.4400
NOW	251.8425	0.0900
THAT	251.9325	0.1300
ONE	252.0625	0.2800
CARD	252.3425	0.2600
COULD	252.6025	0.1600
BE	252.7625	0.0900
WORTH	252.8525	0.2500
100	253.1025	0.9100
DOLLARS	254.0125	0.4600
WHICH	254.4725	0.1500
BRINGS	254.6225	0.2400
YOUR	254.8625	0.1100
TOTAL	254.9725	0.3200
TO	255.2925	0.0800
1500	255.3725	1.0900
DOLLARS	256.4625	0.3200
OH	256.7825	0.2100
HO	256.9925	0.1600
NO	257.1525	0.2800
WAIT	257.4325	0.2400
DON'T	257.9525	0.2000
GET	258.1525	0.1400
TOO	258.2925	0.1600
EXCITED	258.4525	0.3700
BECAUSE	258.8225	0.2100
THAT'S	259.0325	0.2200
NOT	259.2525	0.1600
GOING	259.4125	0.1300
TO	259.5425	0.0600
HAPPEN	259.6025	0.3700
UNLESS	259.9725	0.2600
YOU	260.2325	0.1000
GET	260.3325	0.1900
THE	260.5225	0.2000
NO	260.7225	0.5000
WAY	261.2225	0.5500
WELL	261.7725	2.2000
THIS	265.4225	0.1900
IS	265.6125	0.2500
THE	265.8625	0.0800
LAST	265.9425	0.3300
BOX	266.2725	0.2800
OF	266.5525	0.1000
YOUR	266.6525	0.1200
CLOTHES	266.7725	0.5900
I'M	267.8225	0.1100
JUST	267.9325	0.1400
GOING	268.0725	0.1200
TO	268.1925	0.0600
LABEL	268.2525	0.3200
IT	268.5725	0.1700
WHAT	269.1125	0.2300
WERE	269.3425	0.0700
YOU	269.4125	0.1400
THINKING	269.5525	0.4800
HUH	270.4825	0.1000
THAT'S	270.5825	1.3900
SO	271.9725	0.1000
FUNNY	272.1325	0.4600
BECAUSE	272.5925	0.1600
I	272.7525	0.0600
WAS	272.8125	0.1000
JUST	272.9125	0.1400
GOING	273.0525	0.1500
TO	273.2025	0.0600
GO	273.2625	0.1600
ACROSS	273.5425	0.3000
THE	273.8425	0.0800
HALL	273.9225	0.4600
AND	274.3825	0.1200
WRITE	274.5025	0.2100
THAT	274.7125	0.1500
ON	274.8625	0.1500
CHANDLER	275.0125	0.6800
OKAY	276.0125	0.2200
YOU	276.2325	0.0600
GUYS	276.2925	2.7500
I	279.0425	0.2200
DON'T	279.2625	0.1500
MEAN	279.4125	0.1500
TO	279.5625	0.1800
MAKE	279.7425	0.2300
THINGS	279.9725	0.2900
WORSE	280.2625	0.3700
BUT	280.6725	0.2500
UM	280.9225	0.3800
I	281.5125	0.1000
DON'T	281.6125	0.2300
WANT	282.0025	0.1600
TO	282.1625	0.0600
LIVE	282.2225	0.2200
WITH	282.4425	0.1800
RACHEL	282.6225	0.4000
ANYMORE	283.0225	0.3700
WHAT	283.8725	0.2600
WHAT	284.1325	0.2600
