word	onset	offset	duration
Well,	9.29	9.454	0.1640000000000014
I've	9.492	9.658	0.1659999999999986
I've	9.674	9.946	0.2720000000000002
never	9.978	10.174	0.1959999999999997
done	10.212	10.366	0.1539999999999999
that	10.388	10.526	0.1379999999999999
with	10.548	10.734	0.1859999999999999
you	10.772	10.974	0.2019999999999999
before.	11.012	11.6	0.5879999999999992
Nope.	13.17	14.03	0.8599999999999994
So	14.69	15.438	0.7480000000000011
how	15.604	15.934	0.33
are	15.972	16.126	0.1540000000000017
you?	16.148	16.334	0.1859999999999999
How	16.372	16.478	0.1060000000000016
you?	16.484	16.99	0.5059999999999967
Okay.	17.14	17.84	0.6999999999999993
Yep.	19.01	19.546	0.5359999999999978
Yep.	19.578	20.186	0.6080000000000005
You?	20.298	20.67	0.3720000000000034
Oh,	20.74	20.974	0.2340000000000017
yes.	21.012	21.31	0.2979999999999982
Yes.	21.38	22.0	0.620000000000001
You	23.57	24.32	0.75
that	24.89	25.64	0.75
we	26.09	26.454	0.3640000000000007
did	26.492	26.694	0.2019999999999981
you?	26.732	27.32	0.588000000000001
Well,	30.25	31.0	0.75
I	32.73	33.046	0.3160000000000025
better	33.068	33.206	0.1380000000000052
get	33.228	33.366	0.1379999999999981
going.	33.388	33.766	0.3780000000000001
Absolutely.	33.868	34.52	0.652000000000001
Could	38.19	38.602	0.411999999999999
you	38.656	38.778	0.1219999999999998
not	38.784	38.954	0.1700000000000017
look?	38.992	39.58	0.588000000000001
I	40.19	40.554	0.3640000000000043
don't	40.592	40.806	0.2139999999999986
want	40.838	40.938	0.1000000000000014
to	40.944	41.066	0.1219999999999998
look.	41.088	41.66	0.5719999999999956
Hello.	55.33	55.982	0.652000000000001
Hey.	56.116	56.462	0.3460000000000036
Where	56.516	56.734	0.2180000000000035
the	56.772	56.926	0.1540000000000034
hell	56.948	57.134	0.1859999999999999
have	57.172	57.326	0.1540000000000034
you	57.348	57.486	0.1379999999999981
been?	57.508	58.126	0.617999999999995
Hey.	58.308	59.038	0.7299999999999969
I	59.204	59.486	0.2819999999999965
spent	59.508	59.706	0.1980000000000004
the	59.738	59.886	0.1480000000000032
night	59.908	60.094	0.1859999999999999
out.	60.132	60.382	0.25
I	60.436	60.606	0.1700000000000017
met	60.628	60.862	0.2340000000000017
this	60.916	61.182	0.2660000000000053
cute	61.236	61.77	0.534000000000006
bridesmaid.	61.85	62.746	0.8960000000000008
She	62.858	63.182	0.3240000000000052
is	63.236	63.502	0.2660000000000053
so	63.556	64.062	0.5060000000000002
I	64.196	64.446	0.25
don't	64.468	64.558	0.0900000000000034
want	64.564	64.638	0.0740000000000122
to	64.644	64.766	0.1219999999999998
hear	64.788	64.974	0.186000000000007
about	65.012	65.598	0.5859999999999985
oh,	65.764	66.334	0.5700000000000074
Phoebe.	66.452	66.874	0.421999999999997
Do	66.922	67.05	0.1280000000000001
you	67.06	67.138	0.0780000000000029
know	67.144	67.266	0.1219999999999998
you're	67.288	67.518	0.2300000000000039
still	67.534	67.714	0.1799999999999926
my	67.752	67.906	0.1540000000000105
number	67.928	68.114	0.186000000000007
one?	68.152	68.74	0.5879999999999939
No.	69.91	70.466	0.5559999999999974
No.	70.568	70.882	0.3140000000000071
We	70.936	71.106	0.1699999999999875
have	71.128	71.266	0.1380000000000052
an	71.288	71.474	0.186000000000007
