word	onset	offset	duration
Now.	3.61	3.87	0.2600000000000002
What	3.94	4.126	0.1860000000000004
is	4.148	4.286	0.1379999999999999
this	4.308	4.494	0.1859999999999999
now?	4.532	4.878	0.3460000000000001
Googly	4.964	5.354	0.3899999999999997
Worm.	5.402	6.11	0.7080000000000002
And	7.49	7.902	0.4119999999999999
this?	7.956	8.558	0.6019999999999994
Gull	8.724	9.066	0.3420000000000005
pop	9.098	9.294	0.1959999999999997
jiggly	9.332	9.674	0.3419999999999987
jammer	9.722	10.43	0.7080000000000002
made	11.65	12.014	0.363999999999999
it	12.052	12.254	0.2019999999999999
so	12.292	12.542	0.25
funny.	12.596	13.23	0.6340000000000003
Hey,	14.53	15.326	0.7960000000000012
what's	15.508	15.994	0.4860000000000006
this?	16.042	16.64	0.597999999999999
Oh,	17.57	17.934	0.3640000000000007
hunk	17.972	18.186	0.2139999999999986
of	18.218	18.366	0.1479999999999997
sandwich	18.388	18.666	0.2779999999999987
from	18.698	18.846	0.1479999999999997
last	18.868	19.054	0.1859999999999999
year.	19.092	19.68	0.588000000000001
Kelly's	20.93	21.546	0.6159999999999997
got	21.578	21.726	0.1479999999999997
one	21.748	21.886	0.1379999999999981
hooked.	21.908	22.458	0.5499999999999972
Oh,	22.554	23.006	0.4520000000000017
looks	23.108	23.374	0.2659999999999982
like	23.412	23.566	0.1539999999999999
a	23.588	23.678	0.0899999999999998
big	23.684	23.854	0.1699999999999981
one.	23.892	24.48	0.588000000000001
Oh,	25.21	25.718	0.5079999999999991
it's	25.804	26.018	0.2140000000000022
the	26.034	26.214	0.1799999999999997
classic	26.252	26.722	0.4700000000000024
struggle	26.786	27.282	0.4959999999999986
between	27.346	27.67	0.3240000000000016
me	27.74	28.36	0.620000000000001
someone	31.53	32.038	0.5079999999999956
knocked	32.124	32.466	0.3419999999999987
over	32.498	32.646	0.1480000000000032
a	32.668	32.806	0.1379999999999981
lamp.	32.828	33.59	0.7620000000000005
Hey	35.29	35.654	0.3640000000000043
you	35.692	35.798	0.1060000000000016
guys,	35.804	35.926	0.1219999999999998
you	35.948	36.038	0.0899999999999963
know	36.044	36.118	0.0740000000000051
what's	36.124	36.306	0.181999999999995
going	36.338	36.438	0.1000000000000014
to	36.444	36.506	0.0619999999999976
be	36.508	36.59	0.0820000000000007
great	36.6	36.822	0.2220000000000013
about	36.876	37.046	0.1700000000000017
the	37.068	37.158	0.0900000000000034
fishing	37.164	37.506	0.3419999999999987
trip	37.538	37.746	0.2080000000000055
this	37.778	37.926	0.1480000000000032
year?	37.948	38.278	0.3299999999999983
When	38.364	38.566	0.2020000000000053
my	38.588	38.726	0.1379999999999981
dad	38.748	38.946	0.1980000000000004
gets	38.978	39.126	0.1479999999999961
me	39.148	39.238	0.0899999999999963
out	39.244	39.318	0.073999999999998
in	39.324	39.398	0.0740000000000051
the	39.404	39.478	0.073999999999998
