word	onset	duration
I	0.6525	0.1000
COULD	0.7525	0.3100
DO	1.0625	0.2700
THAT	1.3725	0.6400
OKAY	2.0125	0.3600
OKAY	2.5125	0.3300
THEN	2.9025	0.3600
YOU	3.2625	0.2000
LET	4.0125	3.3100
ME	7.3225	0.0600
GO	7.3825	0.0700
GROCERY	7.4525	0.2400
SHOPPING	7.8225	0.4000
NO	8.2225	0.1200
PROBLEM	8.3425	0.2600
I'M	8.6025	0.1000
NOT	8.7025	0.1400
DONE	8.8425	0.2100
YET	9.0525	0.1700
OH	9.2225	0.0700
AND	9.2925	4.3100
I	13.6025	0.0700
BUY	13.7825	0.0800
LAUNDRY	13.8625	1.7600
DETERGENT	15.9125	1.3700
BUT	17.3225	0.2800
IT'S	17.6025	0.1500
NOT	17.7525	0.6000
THE	18.3525	0.3600
ONE	18.7125	0.3300
WITH	20.3225	0.2400
THE	20.5625	0.1500
EASY	20.7125	0.4100
POUR	21.1225	0.3300
SPOUT	21.4525	0.6400
WHY	22.6825	0.0600
WOULD	22.8825	0.4100
SOMEONE	23.2925	2.3500
DO	25.6425	0.6000
THAT	26.5125	0.8000
ONE	27.3125	0.3200
MIGHT	27.8725	0.4500
WONDER	28.3225	0.3300
BUT	28.8825	0.4500
I	29.3325	2.9800
WOULD	32.5125	0.7900
BE	33.3025	1.0700
FINE	34.3725	0.4300
WITH	35.8525	0.7100
THAT	36.5625	0.3700
SOMEONE'S	37.2925	0.4400
LEFT	37.7325	0.3600
A	38.2925	0.0400
GLASS	38.4625	0.9600
ON	39.4225	0.3500
THE	40.2725	0.1900
COFFEE	40.9825	0.6800
TABLE	41.9225	0.2300
THERE'S	42.1525	1.3000
NO	43.6325	0.2100
COASTER	43.9525	0.9100
IT'S	44.8625	0.3900
A	45.5225	0.1400
COLD	45.6625	0.3400
DRINK	46.2525	0.2400
IT'S	46.4925	0.2400
A	46.7325	0.0300
HOT	46.8425	0.2600
DAY	47.2025	0.2600
LITTLE	47.7425	0.3800
BEADS	48.1225	0.3600
OF	48.9425	0.1500
CONDENSATION	49.0925	1.5800
ARE	51.0325	0.1100
INCHING	51.1425	0.4500
THEIR	51.9725	0.1600
WAY	52.1325	0.1800
CLOSER	52.3125	0.4400
AND	52.9725	2.6100
CLOSER	55.5825	0.2500
TO	55.8325	0.6800
THE	56.5125	0.1300
SURFACE	56.6425	0.3100
OF	56.9525	0.0700
THE	57.0225	0.0800
WOOD	57.1025	0.1400
STOP	57.2425	0.3700
IT	57.7025	0.1400
OH	57.9625	0.0300
MY	57.9925	0.1500
GOD	58.1425	0.2000
IT'S	58.4125	0.2600
TRUE	59.0725	0.1700
WHO	59.2425	0.1400
AM	59.3825	0.1000
I	59.4825	0.1700
MONICA	59.6525	0.2600
YOU'RE	59.9125	0.0900
MOM	60.0025	0.1500
UH	60.1525	0.0300
HUH	60.1825	0.2800
UH	60.4625	0.1600
HUH	60.6225	0.1000
OH	60.7225	0.0500
MY	60.7725	0.3700
GOD	61.1425	0.2000
OKAY	61.5125	0.1400
OKAY	61.9525	0.1500
I'LL	62.1025	0.1000
BE	62.2025	0.0700
THERE	62.2725	0.2200
HUH	62.4925	0.2300
THAT	62.7225	0.1700
WAS	62.8925	0.1900
MY	63.0825	0.1200
AGENT	63.5325	0.2800
MY	63.8125	0.0900
AGENT	63.9025	0.3000
HAS	64.2025	0.2200
JUST	64.4225	0.2900
GOTTEN	64.7125	0.2500
ME	65.5325	0.1000
A	65.6325	0.0700
JOB	65.7025	0.3000
IN	66.0025	0.1400
THE	66.1425	0.1400
NEW	66.6425	0.1300
AL	66.7725	0.8600
PACINO	67.6325	0.3900
MOVIE	68.0225	0.1500
WHAT	68.1725	0.3100
YOU'RE	68.4825	0.2100
KIDDING	68.8025	0.6300
THAT'S	70.2925	0.2200
GREAT	70.6325	0.3200
WHAT'S	70.9525	0.2500
THE	71.2025	0.0800
PART	71.2825	0.5300
CAN	72.0225	2.2900
YOU	74.4925	0.0600
BELIEVE	74.5525	0.6300
THIS	77.7525	0.5300
AL	79.9625	0.0900
PACINO	81.0125	0.4300
THIS	81.4425	0.1700
GUY'S	81.6125	1.6300
THE	83.6725	0.2100
REASON	83.8825	0.5900
I	84.4725	0.0700
BECAME	84.5425	0.2800
AN	84.8225	1.8900
ACTOR	86.7825	0.3200
I'M	87.1025	0.2700
OUT	87.3725	0.1500
OF	88.4725	0.4300
ORDER	88.9025	0.2600
YOU'RE	89.5625	0.4500
OUT	90.0125	0.3300
OF	91.4625	0.3300
ORDER	92.8025	0.1300
THIS	93.0025	0.2600
WHOLE	93.2625	0.2100
COURTROOM'S	93.9425	0.4100
OUT	97.2425	1.9800
OF	99.2225	0.2600
ORDER	99.4825	0.2500
SERIOUSLY	100.0125	0.6400
WHAT'S	100.8825	0.3200
THE	101.4025	0.0600
PART	101.4625	0.1200
JUST	101.5825	0.1300
WHEN	101.7125	0.1200
I	101.8325	0.0700
THOUGHT	101.9025	0.1400
I	102.0425	0.0300
WAS	102.0725	0.1100
OUT	102.1825	0.0800
THEY	102.2625	0.2800
PULL	102.5425	0.2900
ME	102.8325	0.4100
BACK	103.2425	0.3100
IN	103.7425	0.1600
SERIOUSLY	103.9025	0.5500
JOEY	104.4525	0.1900
WHAT'S	105.0825	0.6200
THE	106.0125	0.1100
PART	106.1225	0.2500
UH	106.5925	0.1200
YOU'RE	106.7725	0.3300
WHAT	109.1025	0.1200
I'M	109.2225	0.3600
HIS	109.7725	0.2400
BUTT	111.7925	0.2600
DOUBLE	112.7525	0.1900
OKAY	112.9425	0.2200
I	113.1625	0.2500
PLAY	114.4525	0.0900
AL	114.5425	0.2600
PACINO'S	115.7225	0.5700
BUTT	116.3425	0.5900
ALL	116.9325	0.1900
RIGHT	117.7425	0.2300
HE	117.9725	1.5300
GOES	119.5025	0.4300
INTO	119.9325	1.1600
THE	121.0925	0.3700
SHOWER	121.5525	0.4800
AND	122.1825	0.1000
THEN	122.2825	0.2200
I'M	122.5025	0.1500
HIS	122.6525	1.2300
BUTT	123.8825	0.1800
OH	124.0625	0.0300
MY	124.0925	0.0600
GOD	124.1525	0.5100
COME	124.6625	0.1400
ON	124.8025	0.0900
YOU	124.8925	0.1000
GUYS	124.9925	0.3400
THIS	125.3325	0.4400
IS	126.1225	0.0600
A	126.2325	0.0500
REAL	126.2825	0.1200
MOVIE	126.4025	0.1300
AND	126.5325	0.4100
AL	126.9425	0.4100
PACINO'S	127.3525	0.8600
IN	128.2125	0.3900
IT	129.1225	0.2100
AND	129.3325	0.1800
THAT'S	129.5125	0.1200
BIG	129.6325	0.0900
OH	129.7225	0.0500
NO	129.7725	0.0800
IT'S	129.8525	0.1000
TERRIFIC	130.1825	0.6900
IT'S	130.9625	0.1000
IT'S	131.1225	0.1100
NO	131.2325	0.1600
YOU	131.3925	0.0900
DESERVE	131.4825	0.4500
THIS	131.9325	0.1100
AFTER	135.6125	0.2600
YOUR	135.8725	0.3200
YEARS	136.1925	0.1600
OF	136.3525	0.1100
STRUGGLING	136.4625	0.3900
YOU'VE	136.8525	0.3200
FINALLY	137.1725	0.4600
BEEN	137.6325	0.2800
ABLE	137.9125	0.7100
TO	138.6225	0.2900
CRACK	138.9525	0.7300
YOUR	139.6825	0.4500
WAY	140.1325	0.5100
INTO	140.6425	0.8100
SHOW	141.4525	0.2400
BUSINESS	141.6925	0.8800
OKAY	142.5725	0.7000
FINE	143.2725	0.2300
MAKE	143.5025	0.2700
JOKES	143.7725	0.1200
I	143.8925	0.0300
DON'T	143.9225	0.6200
CARE	144.5425	1.9100
THIS	146.4525	0.1000
