word	onset	offset	duration
Hi,	0.25	0.414	0.1639999999999999
Bonnie.	0.452	1.23	0.778
My	1.89	2.254	0.3640000000000001
boss	2.292	2.506	0.2139999999999999
sent	2.538	2.686	0.1480000000000001
me	2.708	2.798	0.0899999999999998
off	2.804	2.926	0.1220000000000003
early,	2.948	3.134	0.1859999999999999
so	3.172	3.278	0.1059999999999998
I	3.284	3.358	0.0740000000000002
took	3.364	3.534	0.1699999999999999
the	3.572	3.678	0.1059999999999998
train.	3.684	4.24	0.556
What	4.93	5.294	0.3639999999999999
are	5.332	5.486	0.1539999999999999
you	5.508	5.598	0.0899999999999998
guys	5.604	5.822	0.2179999999999999
doing?	5.876	6.334	0.4579999999999993
We're	6.452	6.698	0.2460000000000004
playing	6.714	6.986	0.2719999999999993
strip	7.018	7.306	0.2880000000000002
happy	7.338	7.534	0.1959999999999997
Days	7.572	7.822	0.25
game.	7.876	8.48	0.6040000000000001
Cool.	10.05	10.51	0.4599999999999991
I'll	10.58	10.826	0.2460000000000004
catch	10.858	11.114	0.2560000000000002
up.	11.162	11.76	0.597999999999999
So	18.85	19.406	0.5559999999999974
you	19.508	19.774	0.2660000000000018
still	19.812	19.966	0.1539999999999999
don't	19.988	20.186	0.1980000000000004
think	20.218	20.414	0.1960000000000015
I'm	20.452	21.07	0.6179999999999986
boyfriend	21.81	22.474	0.6640000000000015
material,	22.522	23.23	0.708000000000002
huh?	24.89	25.682	0.791999999999998
Saw	25.826	26.134	0.3079999999999998
you	26.172	26.374	0.2019999999999981
checking	26.412	26.658	0.2460000000000022
me	26.674	26.806	0.1320000000000014
out	26.828	27.014	0.1859999999999999
during	27.052	27.254	0.2020000000000017
the	27.292	27.398	0.1059999999999981
game	27.404	27.622	0.2179999999999999
last	27.676	28.28	0.6040000000000028
even.	29.45	29.862	0.411999999999999
Take	29.916	30.086	0.1699999999999981
off	30.108	30.246	0.1379999999999981
your	30.268	30.454	0.1859999999999999
pants.	30.492	30.93	0.4379999999999988
Yeah,	31.01	31.35	0.3399999999999998
well,	31.42	31.75	0.3299999999999983
lucky	31.82	32.146	0.3260000000000005
for	32.178	32.374	0.196000000000005
you.	32.412	33.0	0.588000000000001
What?	34.49	34.998	0.5079999999999956
I	35.084	35.238	0.1539999999999963
don't	35.244	35.378	0.1340000000000003
know.	35.394	35.96	0.5660000000000025
Well,	37.79	38.394	0.6039999999999992
is	38.512	38.794	0.2819999999999965
everybody	38.832	39.082	0.25
else	39.136	39.402	0.2659999999999982
having	39.456	39.674	0.2179999999999964
just	39.712	39.962	0.25
the	40.016	40.234	0.2180000000000035
best	40.272	40.762	0.490000000000002
time?	40.896	41.58	0.6839999999999975
Joey's	43.23	43.846	0.6159999999999997
asleep.	43.878	44.65	0.7719999999999985
After	54.37	54.782	0.411999999999999
he	54.836	55.006	0.1700000000000017
passed	55.028	55.386	0.3580000000000041
out,	55.418	55.614	0.1959999999999979
we	55.652	55.854	0.2019999999999981
put	55.892	56.046	0.1539999999999963
the	56.068	56.206	0.1380000000000052
sand	56.228	56.426	0.1980000000000004
around	56.458	56.654	0.196000000000005
him	56.692	56.846	0.1539999999999963
to	56.868	56.958	0.0899999999999963
keep	56.964	57.086	0.1219999999999998
him	57.108	57.294	0.1859999999999999
warm.	57.332	57.95	0.6180000000000021
Well,	60.69	61.102	0.411999999999999
I	61.156	61.374	0.2180000000000035
assume	61.412	61.802	0.3900000000000005
the	61.866	62.334	0.4680000000000035
happy	62.452	62.83	0.3780000000000001
couple	62.9	63.326	0.4260000000000019
isn't	63.428	63.754	0.3260000000000005
up	63.802	63.978	0.1760000000000019
yet?	64.004	64.386	0.3819999999999908
Did	64.488	64.706	0.2180000000000035
you	64.728	64.866	0.1380000000000052
guys	64.888	65.122	0.2339999999999946
hear	65.176	65.394	0.2180000000000035
them	65.432	65.634	0.2019999999999981
last	65.672	65.922	0.25
night?	65.976	66.338	0.3619999999999947
Oh,	66.424	66.674	0.25
yeah.	66.712	66.914	0.2019999999999981
I	66.952	67.106	0.1539999999999963
don't	67.128	67.218	0.0900000000000034
know	67.224	67.346	0.1219999999999998
what	67.368	67.458	0.0900000000000034
they	67.464	67.538	0.073999999999998
were	67.544	67.666	0.1219999999999998
doing	67.688	67.874	0.1859999999999928
but	67.912	68.066	0.1539999999999963
at	68.088	68.178	0.0900000000000034
one	68.184	68.354	0.1700000000000017
point	68.392	68.786	0.3940000000000054
sea	68.888	69.198	0.309999999999988
turtles	69.214	69.662	0.4480000000000075
actually	69.726	70.05	0.323999999999998
came	70.12	70.354	0.2339999999999946
up	70.392	70.546	0.1540000000000105
to	70.568	70.658	0.0900000000000034
the	70.664	70.786	0.1219999999999998
house.	70.808	71.38	0.5719999999999885
Morning.	73.83	74.58	0.75
Hey.	75.37	75.83	0.4599999999999937
How'd	75.9	76.178	0.2779999999999916
everybody	76.194	76.47	0.2759999999999962
sleep?	76.54	76.962	0.421999999999997
Oh,	77.026	77.302	0.2760000000000104
great.	77.356	77.718	0.362000000000009
Like	77.804	78.054	0.25
a	78.092	78.198	0.1059999999999945
loss.	78.204	78.87	0.666000000000011
I'm	81.85	82.258	0.4080000000000012
going	82.274	82.454	0.1799999999999926
for	82.492	82.646	0.1539999999999963
a	82.668	82.806	0.137999999999991
