word	onset	offset	duration
Previously	2.97	3.306	0.33599999999999985
on	3.338	3.534	0.19599999999999973
Friends	3.572	3.918	0.3460000000000001
I	4.004	4.158	0.1540000000000008
don't	4.164	4.286	0.12199999999999989
even	4.308	4.446	0.1379999999999999
feel	4.468	4.606	0.1379999999999999
like	4.628	4.718	0.08999999999999986
I	4.724	4.798	0.07399999999999984
have	4.804	4.878	0.07399999999999984
a	4.884	4.958	0.07399999999999984
girlfriend	4.964	5.434	0.46999999999999975
anymore.	5.482	5.882	0.39999999999999947
You	5.946	6.126	0.1800000000000006
want	6.148	6.238	0.09000000000000075
me	6.244	6.318	0.07399999999999984
to	6.324	6.446	0.12199999999999989
just	6.468	6.606	0.1379999999999999
quit	6.628	6.826	0.1979999999999995
my	6.858	7.006	0.14800000000000058
job	7.028	7.166	0.1380000000000008
so	7.188	7.374	0.18599999999999994
that	7.412	7.566	0.15399999999999991
you	7.588	7.726	0.1379999999999999
can	7.748	7.886	0.1379999999999999
feel	7.908	7.998	0.08999999999999986
like	8.004	8.126	0.12199999999999989
you've	8.148	8.298	0.15000000000000036
got	8.314	8.446	0.13199999999999967
a	8.468	8.558	0.08999999999999986
girlfriend?	8.564	9.13	0.5660000000000007
Is	9.21	9.406	0.19599999999999973
this	9.428	9.566	0.1379999999999999
about	9.588	9.822	0.23399999999999999
Mark?	9.876	10.382	0.5060000000000002
Oh,	10.516	10.766	0.25
my	10.788	10.974	0.18599999999999994
God.	11.012	11.358	0.3460000000000001
Okay,	11.444	11.79	0.3459999999999983
it's	11.86	12.058	0.1980000000000004
not.	12.074	12.398	0.32399999999999984
Oh,	12.484	12.686	0.20199999999999996
my	12.708	12.846	0.1379999999999999
God.	12.868	13.44	0.5719999999999992
I	13.81	14.174	0.363999999999999
cannot	14.212	14.506	0.2940000000000005
keep	14.538	14.734	0.19599999999999973
having	14.772	14.974	0.20199999999999996
this	15.012	15.166	0.15399999999999991
same	15.188	15.374	0.18599999999999994
fight	15.412	15.614	0.20199999999999996
with	15.652	15.758	0.10599999999999987
you,	15.764	15.886	0.12199999999999989
Ross.	15.908	16.25	0.3420000000000005
Look,	16.33	16.958	0.6280000000000001
maybe	17.124	17.454	0.33000000000000185
we	17.492	17.646	0.15399999999999991
should	17.668	17.806	0.13800000000000168
just	17.828	17.966	0.13800000000000168
take	17.988	18.126	0.13800000000000168
a	18.148	18.238	0.08999999999999986
break.	18.244	18.654	0.41000000000000014
Fine.	18.772	19.102	0.33000000000000185
You're	19.156	19.386	0.23000000000000043
right.	19.418	20.046	0.6280000000000001
Let's	20.228	20.586	0.357999999999997
take	20.618	20.766	0.1479999999999997
a	20.788	20.878	0.08999999999999986
break.	20.884	21.15	0.26599999999999824
Let's	21.22	21.418	0.1980000000000004
get	21.434	21.566	0.1319999999999979
some	21.588	21.774	0.18599999999999994
frozen	21.812	22.186	0.3739999999999988
yogurt	22.218	22.586	0.36799999999999855
