word	onset	offset	duration
She	4.09	4.206	0.11600000000000055
doesn't	4.228	4.378	0.15000000000000036
know	4.394	4.526	0.13199999999999967
hello,	4.548	4.782	0.23399999999999999
but	4.836	5.006	0.16999999999999993
she	5.028	5.118	0.09000000000000075
knows	5.124	5.306	0.18200000000000038
Capricorn	5.338	5.882	0.5439999999999996
One.	5.946	6.56	0.6139999999999999
I	9.49	9.854	0.363999999999999
have	9.892	9.998	0.10599999999999987
to	10.004	10.078	0.07399999999999984
have	10.084	10.206	0.12199999999999989
those	10.228	10.366	0.1379999999999999
earrings.	10.388	10.698	0.3100000000000005
We're	10.714	10.858	0.14400000000000013
gonna	10.874	10.958	0.08399999999999963
leave	10.964	11.086	0.12199999999999989
as	11.108	11.198	0.08999999999999986
soon	11.204	11.326	0.12199999999999989
as	11.348	11.438	0.08999999999999986
the	11.444	11.518	0.07399999999999984
show's	11.524	11.786	0.26200000000000045
over.	11.818	12.4	0.5820000000000007
But	12.93	13.246	0.3160000000000007
I	13.268	13.406	0.1379999999999999
already	13.428	13.566	0.1379999999999999
gave	13.588	13.726	0.13800000000000168
them	13.748	13.886	0.1379999999999999
back	13.908	14.046	0.1379999999999999
to	14.068	14.158	0.08999999999999986
you.	14.164	14.72	0.5560000000000009
No,	17.49	17.854	0.36400000000000077
you	17.892	18.046	0.15399999999999991
didn't.	18.068	18.538	0.46999999999999886
All	18.634	18.846	0.21199999999999974
right,	18.868	19.054	0.18599999999999994
I	19.092	19.246	0.15399999999999991
already	19.268	19.454	0.18599999999999994
didn't	19.492	19.706	0.21399999999999864
gave	19.738	19.886	0.1479999999999997
them	19.908	20.046	0.13799999999999812
back	20.068	20.206	0.13799999999999812
to	20.228	20.318	0.08999999999999986
you.	20.324	20.494	0.16999999999999815
That's	20.532	20.698	0.16600000000000037
what	20.714	20.798	0.08399999999999963
I	20.804	20.926	0.12199999999999989
said.	20.948	21.52	0.5719999999999992
Where's	24.45	24.93	0.4800000000000004
that	24.97	25.126	0.15600000000000236
another	25.148	25.334	0.18599999999999994
earring?	25.372	25.714	0.34199999999999875
It's	25.762	25.938	0.17599999999999838
not	25.954	26.134	0.17999999999999972
here,	26.172	26.422	0.25
Phoebe.	26.476	26.754	0.27800000000000225
It's	26.802	27.026	0.2240000000000002
not	27.058	27.254	0.1960000000000015
here.	27.292	27.88	0.5879999999999974
I	28.33	28.646	0.3160000000000025
went	28.668	28.806	0.13800000000000168
to	28.828	28.918	0.08999999999999986
join	28.924	29.106	0.18200000000000216
Chandler's	29.138	29.538	0.3999999999999986
last	29.554	29.686	0.13200000000000145
night.	29.708	29.942	0.23400000000000176
Okay,	29.996	30.358	0.3620000000000019
make	30.444	30.646	0.20200000000000173
sure	30.668	30.806	0.13800000000000168
you	30.828	31.014	0.18599999999999994
check	31.052	31.254	0.20200000000000173
Chandler's	31.292	31.698	0.4059999999999988
jewelry	31.714	32.034	0.3200000000000003
box.	32.082	32.68	0.597999999999999
Chandler	35.29	35.858	0.5679999999999978
had	35.874	36.006	0.1319999999999979
a	36.028	36.166	0.13799999999999812
jewelry	36.188	36.594	0.4059999999999988
box?	36.642	37.142	0.5
Okay,	37.276	37.826	0.5499999999999972
we	37.948	38.186	0.23799999999999955
have	38.208	38.394	0.18599999999999994
like	38.432	38.682	0.25
ten	38.736	38.954	0.21800000000000352
minutes.	38.992	39.242	0.25
Do	39.296	39.418	0.12199999999999989
you	39.424	39.498	0.07399999999999807
want	39.504	39.578	0.07400000000000517
me	39.584	39.706	0.12199999999999989
to	39.728	39.818	0.0899999999999963
get	39.824	39.898	0.07400000000000517
into	39.904	40.074	0.1699999999999946
that	40.112	40.266	0.15399999999999636
now?	40.288	40.86	0.5720000000000027
Hey,	45.63	45.994	0.3639999999999972
Phoebes,	46.032	46.89	0.8580000000000041
how's	47.55	48.054	0.5040000000000049
that	48.102	48.7	0.5980000000000061
vegetarian	49.31	50.102	0.7919999999999945
pizza	50.166	50.566	0.4000000000000057
working	50.598	50.842	0.24399999999999977
out	50.896	51.066	0.1700000000000017
for	51.088	51.274	0.18599999999999994
you?	51.312	51.9	0.588000000000001
Even	54.59	55.014	0.4239999999999995
those	55.072	55.486	0.4139999999999944
vegetables	55.588	56.186	0.597999999999999
have	56.218	56.366	0.14799999999999613
a	56.388	56.526	0.13800000000000523
real	56.548	57.214	0.6659999999999968
thing	57.412	57.87	0.4579999999999984
going	57.94	58.174	0.23400000000000176
on.	58.212	58.8	0.5879999999999939
Why	62.13	62.506	0.37599999999999767
are	62.548	62.658	0.10999999999999943
you	62.664	62.786	0.12199999999999989
being	62.808	62.994	0.18599999999999994
weird?	63.032	63.65	0.6180000000000021
Do	65.35	65.666	0.3160000000000025
you	65.688	65.826	0.13799999999999102
like	65.848	66.034	0.18600000000000705
