word	onset	offset	duration
I	0.25	0.366	0.1159999999999999
bet	0.388	0.574	0.1859999999999999
20,	0.612	1.006	0.394
right?	1.108	1.76	0.6519999999999999
Oh,	6.05	6.8	0.75
new	7.57	7.886	0.3159999999999998
pair	7.908	8.106	0.1979999999999995
of	8.138	8.238	0.0999999999999996
shoes	8.244	8.506	0.2620000000000004
for	8.538	8.638	0.0999999999999996
the	8.644	8.766	0.1219999999999998
Chantan.	8.788	9.386	0.597999999999999
Man,	9.418	10.0	0.5820000000000007
I've	13.17	13.546	0.3759999999999994
never	13.578	13.726	0.1480000000000014
seen	13.748	13.886	0.1379999999999999
a	13.908	14.046	0.1379999999999999
role	14.068	14.218	0.1500000000000003
like	14.234	14.366	0.1319999999999996
this	14.388	14.526	0.1379999999999999
in	14.548	14.686	0.1379999999999999
my	14.708	14.894	0.1859999999999999
life.	14.932	15.23	0.298
That's	15.3	15.546	0.2459999999999986
right,	15.578	15.774	0.1959999999999997
baby.	15.812	16.602	0.7900000000000009
Okay,	16.746	17.054	0.3079999999999998
what	17.092	17.294	0.2020000000000017
I	17.332	17.438	0.1059999999999981
want	17.444	17.614	0.1700000000000017
now	17.652	18.046	0.3939999999999983
okay,	18.148	18.8	0.652000000000001
an	19.81	20.126	0.3160000000000025
eight.	20.148	20.72	0.5719999999999992
Six.	22.13	22.638	0.5080000000000027
Pick	22.724	22.974	0.25
a	23.012	23.166	0.1539999999999999
number.	23.188	23.422	0.2340000000000017
That	23.476	23.646	0.1700000000000017
is	23.668	23.806	0.1380000000000016
your	23.828	23.966	0.1380000000000016
only	23.988	24.222	0.2340000000000017
job.	24.276	24.88	0.6039999999999992
Eight.	25.77	26.518	0.7480000000000011
Thank	26.684	27.014	0.3299999999999983
you.	27.052	27.254	0.2020000000000017
Okay,	27.292	27.446	0.1539999999999999
if	27.468	27.606	0.1380000000000016
you	27.628	27.718	0.0899999999999998
get	27.724	27.846	0.1219999999999998
this	27.868	28.054	0.1859999999999999
one,	28.092	28.342	0.25
we	28.396	28.614	0.2179999999999999
buy	28.652	28.854	0.2019999999999981
everybody	28.892	29.142	0.25
here	29.196	29.414	0.2179999999999999
a	29.452	29.558	0.1059999999999981
steak	29.564	29.826	0.2620000000000004
dinner.	29.858	30.47	0.6119999999999983
80.	33.37	34.31	0.9400000000000048
We're	36.09	36.418	0.3279999999999958
not	36.434	36.614	0.1799999999999997
really	36.652	36.806	0.1539999999999963
going	36.828	36.918	0.0899999999999963
to	36.924	36.998	0.073999999999998
buy	37.004	37.078	0.0740000000000051
these	37.084	37.206	0.1219999999999998
people	37.228	37.366	0.1379999999999981
steak	37.388	37.63	0.2420000000000044
dinners,	37.65	37.926	0.2760000000000033
are	37.958	38.058	0.1000000000000014
we?	38.064	38.234	0.1700000000000017
No.	38.272	38.57	0.2980000000000018
Okay,	38.64	38.874	0.2340000000000017
good.	38.912	39.5	0.588000000000001
Okay,	41.15	41.514	0.3640000000000043
what	41.552	41.706	0.1540000000000034
do	41.728	41.818	0.0899999999999963
I	41.824	41.898	0.0740000000000051
want	41.904	42.074	0.1699999999999946
now?	42.112	42.65	0.5379999999999967
Try	42.8	43.066	0.2660000000000053
a	43.088	43.178	0.0899999999999963
heartache.	43.184	43.654	0.4700000000000059
What?	43.702	44.058	0.3560000000000016
Two	44.144	44.394	0.25
fours.	44.432	44.902	0.4699999999999988
Okay.	44.966	45.58	0.6139999999999972
Don't	48.75	49.126	0.3759999999999976
you	49.158	49.354	0.1959999999999979
let	49.392	49.594	0.2019999999999981
her	49.632	49.786	0.1540000000000034
go.	49.808	50.246	0.4380000000000024
You're	50.368	50.714	0.3459999999999965
a	50.762	51.022	0.259999999999998
lucky	51.076	51.466	0.3900000000000005
guy.	51.498	51.934	0.4359999999999999
Thank	52.052	52.286	0.2340000000000017
you,	52.308	52.494	0.1859999999999999
Mr.	52.532	52.782	0.25
Drunken	52.836	53.194	0.3580000000000041
Gambler.	53.242	54.11	0.8680000000000021
Okay,	55.09	55.694	0.6039999999999992
you	55.812	56.046	0.2340000000000017
get	56.068	56.254	0.1859999999999999
this,	56.292	56.686	0.3939999999999983
and	56.788	57.15	0.3620000000000019
we	57.22	57.406	0.1859999999999999
get	57.428	57.566	0.1380000000000052
the	57.588	57.678	0.0899999999999963
biggest	57.684	57.898	0.2140000000000057
sweet	57.914	58.138	0.2239999999999966
in	58.154	58.238	0.083999999999996
the	58.244	58.8	0.5559999999999974
May.	60.85	61.6	0.75
We	62.39	62.754	0.3639999999999972
get	62.792	62.946	0.1539999999999963
the	62.968	63.058	0.0899999999999963
biggest	63.064	63.278	0.2139999999999986
sweet	63.294	63.518	0.2240000000000037
in	63.534	63.618	0.0840000000000031
the	63.624	63.746	0.1219999999999998
place.	63.768	64.34	0.5720000000000027
All	65.03	65.298	0.2680000000000007
right.	65.304	65.474	0.1700000000000017
The	65.512	65.666	0.1539999999999963
biggest	65.688	65.966	0.2779999999999916
sweet	65.998	66.238	0.2399999999999948
in	66.254	66.338	0.0839999999999889
the	66.344	66.418	0.0740000000000122
place.	66.424	66.69	0.2659999999999911
Come	66.76	66.946	0.1859999999999928
on.	66.968	67.54	0.5720000000000027
Yeah.	68.87	69.666	0.7959999999999923
I	69.848	70.194	0.3460000000000036
love	70.232	70.434	0.2019999999999981
you.	70.472	70.626	0.1540000000000105
I	70.648	70.786	0.1380000000000052
can't	70.808	70.958	0.1499999999999914
even	70.974	71.106	0.1319999999999908
remember	71.128	71.362	0.2339999999999946
what	71.416	71.586	0.1700000000000017
we	71.608	71.746	0.137999999999991
