word	onset	duration
Okay	0.14218	0.0897
Phoebe	0.34172	0.1496
we	0.49138	0.0598
cannot	0.55125	0.1696
tell	0.72086	0.0898
anyone	0.81066	0.3891
about	1.19977	0.2793
this	1.50907	0.2294
Okay	2.23741	0.2594
Right	2.74626	0.1496
Yeah	2.89592	0.2394
okay	3.4746	0.2394
Hey	4.34263	0.5288
wait	5.16077	0.2095
Do	5.63968	0.0997
you	5.73946	0.1596
know	5.89909	0.0898
what	5.98889	0.1297
kind	6.11859	0.1796
of	6.29819	0.0598
birth	6.35805	0.2693
control	6.62744	0.3492
she	6.97664	0.1596
was	7.13628	0.1496
using	7.28594	0.3591
No	8.30363	0.3093
Why	8.67279	0.3691
Just	9.53084	0.2594
for	9.79025	0.0798
the	9.87007	0.0997
future	9.96984	0.4689
This	10.6483	0.9678
is	11.75578	0.2494
hardly	12.09501	7.2036
a	19.29864	0.0299
commercial	19.32857	0.2693
for	19.59796	0.0598
it	19.65782	0.0997
Anything	19.7576	0.7383
No	20.49592	0.4689
I	21.08458	0.0798
talked	21.1644	0.2394
to	21.40385	0.0698
Joey	21.4737	0.4390
on	21.9127	0.1596
the	22.07234	0.0598
set	22.1322	0.3691
He	22.50136	0.1297
hasn't	22.63107	0.4689
heard	23.1	0.2294
from	23.32948	0.1995
him	23.52902	0.2095
I	23.73855	0.5487
talked	24.2873	0.3093
to	24.5966	0.3791
Chandler's	24.97574	0.4290
parents	25.40476	0.3891
again	25.79388	0.5587
You	26.51224	0.2294
told	26.74172	0.2594
them	27.00113	0.0997
he	27.10091	0.1297
was	27.23061	0.1496
missing	27.38027	0.3891
No	28.12857	0.4390
I	28.56757	0.0498
made	28.61746	0.3591
it	28.97664	0.1297
seem	29.10635	0.2494
like	29.35578	0.1596
I	29.51542	0.0299
was	29.54535	0.1097
just	29.6551	0.1895
calling	29.84467	0.2594
to	30.10408	0.0598
chat	30.16395	0.2893
I'm	30.45329	0.0798
pretty	31.21156	0.1895
sure	31.40113	0.1596
they	31.56077	0.1696
both	31.73039	0.3092
think	32.03968	0.1795
I'm	32.21927	0.1396
interested	32.35896	0.5288
in	32.88776	0.1097
them	32.99751	0.1995
All	33.19705	0.0698
right	33.26689	0.1995
we've	33.46644	0.1097
got	33.57619	0.1496
to	33.72585	0.1297
tell	33.85556	0.1297
her	33.98526	0.7682
that	34.75351	0.3591
he's	35.1127	0.4090
gone	35.52177	0.3990
No	35.92086	0.2893
hey	36.2102	0.3292
hey	36.53946	0.2095
we	36.74898	0.1297
can't	36.87868	0.6285
Ross	37.58707	0.3192
