word	onset	duration
Hey	0.01247	1.0077
what's	1.02018	2.7238
going	3.74399	0.6385
on	4.38254	0.5288
I	4.91134	0.2195
found	5.13084	0.2594
a	5.39025	0.0399
note	5.43016	0.2793
on	5.70952	0.0598
my	5.76939	0.2294
door	5.99887	0.2793
Come	6.27823	0.1895
to	6.4678	0.0898
Monica's	6.5576	0.4888
quick	7.04649	0.3591
Bring	7.40567	0.3192
champagne	7.72494	0.7183
and	8.46327	0.1396
a	8.60295	0.1197
3	9.0619	0.3392
Musketeers	9.40113	0.7682
Bar	10.16939	0.2993
Yeah	10.65828	0.2294
I'll	10.88776	0.1297
take	11.01746	0.2095
that	11.26689	0.1496
What's	11.81565	1.7260
up	13.54172	0.1796
Monica	14.3	0.4390
and	14.739	0.0898
I	14.8288	0.1297
are	14.9585	0.1297
engaged	15.08821	0.5288
Oh	16.7644	0.0299
my	17.13356	0.0698
God	17.2034	2.1151
Congratulations	19.96712	3.5818
Thanks	23.54898	0.6385
Where	24.18753	4.2204
is	28.40794	0.0598
she	28.4678	0.0598
I'm	28.52766	0.0598
engaged	28.58753	0.1795
I'm	28.76712	0.0598
engaged	28.82698	0.2693
She's	29.09637	0.0997
been	29.19615	0.1396
out	29.33583	0.1197
there	29.45556	0.0897
for	29.54535	0.0997
20	29.64512	0.3192
minutes	29.9644	0.3292
I'm	30.29365	0.0798
surprised	30.37347	0.3591
you	30.73265	0.0598
didn't	30.79252	0.1197
hear	30.91224	0.1496
her	31.0619	0.1097
on	31.17166	0.0698
the	31.2415	0.0598
way	31.30136	0.1696
over	31.47098	0.3492
I	31.82018	0.0299
thought	31.95986	0.1895
it	32.14943	0.0997
was	32.24921	0.2693
just	32.51859	0.1796
a	32.69819	0.0299
kid	32.72812	0.2793
yelling	33.00748	0.2594
I'm	33.26689	0.1696
gay	33.43651	0.3791
I'm	33.81565	0.1097
gay	33.9254	0.4290
Yeah	34.35442	1.6462
I	36.00068	0.1297
know	37.1381	0.1696
that	37.30771	0.2394
guy	37.54717	0.1496
moved	37.69683	0.3492
Can	38.04603	0.1596
I	38.20567	0.0299
bring	38.2356	0.1197
her	38.35533	2.3047
in	40.66009	0.2294
No	40.88957	0.0798
let	40.96939	0.1396
her	41.10907	0.4888
stay	41.59796	0.2494
out	41.84739	0.2294
there	42.07687	0.2095
It's	42.28639	0.1297
sweet	42.47596	0.2594
I'm	42.97483	0.0598
getting	43.03469	0.5986
married	43.63333	0.1895
I'm	43.8229	0.1297
gonna	43.95261	0.1396
be	44.09229	0.1995
a	44.29184	0.0299
bride	44.32177	0.3791
No	44.91043	0.0798
I	44.99025	0.1496
will	45.48912	0.1995
not	45.68866	0.1496
shut	45.86825	0.4489
up	46.31723	0.0798
because	46.39705	0.1995
I'm	46.68639	0.0598
engaged	47.40476	0.4689
Oh	47.8737	0.0399
big	47.91361	0.1197
talk	48.03333	0.3591
huh	48.91134	0.5986
Why	49.50998	3.4621
don't	52.97211	0.5986
you	53.57075	0.0598
come	53.63061	0.2195
over	53.85011	0.5288
here	54.37891	3.2526
and	57.97075	0.1696
say	58.14036	0.1097
that	58.3	0.2693
to	58.56939	0.2793
me	58.97846	0.0698
huh	59.52721	2.6639
buddy	62.19116	0.1696
Yeah	62.36077	0.0698
my	62.43061	0.0798
fiance	62.51043	0.1995
will	62.73991	0.1596
kick	62.93946	0.1496
your	63.19887	0.2294
ass	63.42834	0.1696
Come	63.59796	0.0997
on	63.69773	0.0598
apartment	63.79751	0.4190
20	64.48594	0.2793
Apartment	65.11451	1.2371
20	66.3517	0.2793
Okay	67.06009	0.3691
you	67.42925	0.1496
get	67.57891	0.1795
her	67.7585	0.1297
in	67.88821	0.1696
here	68.05782	0.2095
you	68.26735	0.1795
bolt	68.44694	0.2594
the	68.70635	0.0698
door	68.77619	0.3093
I'll	69.08549	0.1297
be	69.21519	0.0898
in	69.30499	0.0798
the	69.38481	0.0598
closet	69.44467	0.4090
So	70.08322	0.0698
no	70.15306	0.0598
one	70.21293	7.4131
told	77.62608	0.2494
you	77.87551	0.4190
life	78.29456	0.3192
was	78.61383	0.3991
gonna	79.01293	0.3492
be	79.36213	0.4888
this	79.85102	0.2494
way	80.13039	0.2693
Your	80.39977	0.7782
job's	81.178	0.1197
a	81.29773	0.0299
joke	81.32766	0.0898
you're	81.41746	0.0898
broke	81.50726	0.1197
Your	81.62698	0.5288
love	82.15578	0.1496
life's	82.30544	0.2195
DOA	82.52494	0.0898
It's	82.61474	0.0898
like	82.70454	0.1795
you're	82.88413	0.5687
always	83.45283	0.3691
stuck	83.822	0.1496
in	83.97166	0.1297
second	84.10136	0.2793
gear	84.38073	0.0897
When	84.47052	6.7247
it	91.19524	0.0598
hasn't	91.2551	7.5428
been	98.79796	0.2095
your	99.00748	0.2993
day	99.3068	1.5065
your	100.81338	0.0997
week	100.91315	0.1197
your	101.03288	0.1297
month	101.16259	0.2195
or	101.38209	0.0299
even	101.41202	0.1396
your	101.5517	1.7061
year	103.25782	0.0997
But	103.3576	0.3092
I'll	103.66689	0.4290
be	104.09592	0.0598
there	104.15578	0.1097
for	104.26553	0.1097
you	104.37528	2.5641
