word	onset	duration
Oh	7.75488	0.4789
fresh	8.2737	0.3591
air	8.63288	0.2893
Okay	8.92222	0.0898
Phoebe	9.01202	0.1197
you're	9.13175	0.0897
going	9.22154	0.1197
to	9.34127	0.0598
have	9.40113	1.1174
to	10.51859	1.3669
cover	12.0551	0.1197
for	12.17483	0.1995
me	12.37438	0.1995
Wait	12.66372	0.2195
Maybe	12.88322	0.3492
maybe	13.23243	0.2594
you're	13.49184	0.1197
overreacting	13.61156	0.7083
You	14.31995	0.1696
do	14.48957	0.1995
that	14.68912	0.3791
you	15.84649	0.0897
know	15.93628	0.0698
Oh	16.00612	0.0299
Well	16.03605	0.2394
Phoebe	16.27551	0.3492
we	16.62472	0.0598
got	16.68458	0.1197
to	16.80431	0.0598
do	16.86417	0.1197
something	16.9839	0.3990
You	17.38299	0.6884
know	18.54036	0.2693
I	18.80975	0.1097
mean	18.9195	0.1097
there's	19.02925	0.2095
no	19.23878	0.1895
way	19.42834	0.1496
Joey's	19.578	0.3492
going	19.92721	0.1197
to	20.04694	0.0598
make	20.1068	0.2095
it	20.31633	0.0598
in	20.37619	0.1097
time	20.48594	0.1995
so	20.68549	0.0997
I'm	20.78526	0.0997
going	20.88503	0.1396
to	21.02472	0.1297
go	21.15442	0.0898
through	21.24422	0.0897
the	21.33401	0.0598
hotel	21.39388	0.2993
and	21.6932	0.0997
see	21.79297	0.0898
if	21.88277	0.0997
there's	21.98254	0.1895
any	22.17211	0.1496
other	22.32177	0.1097
weddings	22.43152	0.3392
going	22.77075	0.2195
on	22.99025	0.0898
Okay	23.39932	0.4390
Oh	24.27732	0.0598
but	24.33719	0.1696
don't	24.5068	0.2494
tell	24.75624	0.1596
them	24.91587	0.1297
Monica's	25.04558	0.4190
pregnant	25.46463	3.6517
because	30.19388	0.2793
they	30.47324	0.1596
frown	32.69819	0.2195
on	32.91769	0.0997
that	33.01746	3.4621
Okay	36.47959	0.2893
Okay	36.76893	1.2172
Anastassakis	38.25556	2.2448
Papasifakis	40.50045	1.2072
wedding	41.70771	0.3192
Excellent	42.02698	3.6217
Okay	45.64875	0.1197
Congratulations	45.76848	0.9977
Mazel	47.79388	0.7782
tov	48.82154	0.7383
Hi	49.55986	1.4866
Oh	51.04649	0.0698
great	51.25601	0.3093
hat	51.73492	1.6662
Come	53.40113	0.2993
here	53.70045	0.2095
Listen	53.90998	0.4290
I	54.339	0.2095
need	54.54853	0.1995
you	54.74807	0.0898
to	54.83787	0.0997
perform	54.97755	0.5786
another	55.55624	0.4290
wedding	55.98526	0.3392
Can	56.32449	0.1795
you	56.50408	0.0997
do	56.60385	0.1696
that	56.77347	0.2195
I	57.32222	0.4290
don't	57.75125	0.2793
know	58.03061	0.3093
Are	58.33991	0.1696
they	58.87868	0.2793
Greek	59.15805	0.2893
Orthodox	59.44739	0.5786
Yeah	60.49501	0.2893
yeah	61.03379	0.2195
they're	61.25329	0.2893
They're	61.72222	1.0775
my	62.79977	0.1895
friends	62.98934	0.4090
uh	63.39841	0.4190
Monica	63.81746	0.7682
Stephanopolous	65.00476	0.9278
and	65.93265	0.4489
uh	66.38163	0.0299
and	66.41156	1.7061
Chandler	68.11769	0.7682
