word	onset	duration
THE	2.5925	0.1700
WALTHAM	2.7625	0.5200
RESIDENCE	3.2825	0.7000
OH	4.3425	0.1900
YES	4.5325	0.2900
IS	4.8425	0.1600
THIS	5.0025	0.2300
EMILY'S	5.4125	0.5800
PARENTS'	5.9925	0.3900
HOUSE	6.3825	0.3600
This	6.9825	0.2000
is	7.1825	0.0900
the	7.2725	0.1100
housekeeper	7.3825	0.5500
speaking	8.1725	0.5100
AND	9.0625	0.1500
BY	9.2125	0.1700
THE	9.3825	0.3900
WAY	9.7725	0.0600
YOUNG	9.8325	0.1200
LADY	9.9525	0.3100
THAT	10.2625	0.2200
IS	10.4825	0.1800
NOT	10.6625	0.2500
HOW	10.9725	0.1500
ONE	11.1225	0.1300
ADDRESSES	11.2525	0.6000
A	11.8525	0.0400
PERSON	11.9725	0.3700
ON	12.4625	0.2400
THE	12.7025	0.1200
TELEPHONE	12.8225	0.6000
First	13.5325	0.2200
one	14.0525	1.2500
identifies	15.3025	0.8200
oneself	16.1225	0.4800
AND	17.0125	0.2000
THEN	17.2125	0.5400
ASKS	17.7525	0.4000
FOR	18.1525	0.1300
THE	18.2825	0.0800
PERSON	18.3625	0.4200
WITH	18.7825	0.2400
WHOM	19.0925	0.2500
ONE	19.3425	0.1500
WISHES	19.4925	0.3800
TO	19.8725	0.1400
SPEAK	20.0125	0.3700
WHAT	20.7725	1.7000
ARE	22.5825	0.0800
YOU	22.6625	0.1100
SAYING	22.7725	0.3500
NOW	23.1925	1.6600
LET	25.2225	0.7200
US	25.9425	0.1700
TRY	26.1125	0.2100
THAT	26.3225	0.1700
AGAIN	26.4925	0.3100
SHALL	26.8025	0.2500
WE	27.0525	0.1900
NO	28.5125	0.3700
OH	28.8825	0.1700
OH	29.0525	0.1900
MY	29.2425	2.0000
GOD	31.8225	0.7000
THE	32.5225	1.9100
WALTHAM	38.1025	0.6500
RESIDENCE	38.7525	0.7800
Hello	39.6725	0.4800
THIS	40.5325	0.3600
IS	40.8925	0.2100
PHOEBE	41.1025	0.3400
BUFFAY	41.4425	0.6300
I	42.3825	0.1100
WAS	42.4925	0.2700
WONDERING	42.8325	0.4300
PLEASE	43.4325	0.4800
IF	44.1025	0.2500
IF	44.3525	0.1600
IT'S	44.5125	0.1500
NOT	44.6625	0.1600
TOO	44.8525	0.1700
MUCH	45.0225	0.2000
TROUBLE	45.2225	0.3300
PLEASE	45.5525	0.5700
