word	onset	offset	duration
Oh,	5.77	5.934	0.1640000000000006
look,	5.972	6.222	0.25
look.	6.276	6.734	0.4580000000000002
There's	6.852	7.098	0.24599999999999955
Joey's	7.114	7.466	0.3520000000000003
picture.	7.498	8.058	0.5599999999999996
Oh,	8.154	8.414	0.2599999999999998
God,	8.452	8.606	0.15399999999999991
this	8.628	8.766	0.1379999999999999
is	8.788	8.926	0.1379999999999999
so	8.948	9.134	0.18599999999999994
exciting.	9.172	9.754	0.581999999999999
You	9.882	10.078	0.19599999999999973
can	10.084	10.206	0.12199999999999989
always	10.228	10.414	0.18599999999999994
spot	10.452	10.746	0.2940000000000005
someone	10.778	11.022	0.24399999999999977
who's	11.076	11.338	0.2619999999999987
never	11.354	11.486	0.13200000000000145
seen	11.508	11.646	0.13800000000000168
one	11.668	11.758	0.08999999999999986
of	11.764	11.838	0.07399999999999984
his	11.844	11.966	0.12199999999999989
plays	11.988	12.266	0.27800000000000047
before.	12.298	12.542	0.24399999999999977
Notice	12.596	13.002	0.4060000000000006
no	13.066	13.294	0.22799999999999976
fear.	13.332	13.722	0.3899999999999988
No	13.786	14.062	0.2759999999999998
sense	14.116	14.334	0.21799999999999997
of	14.372	14.478	0.10599999999999987
impending	14.484	14.954	0.47000000000000064
doom.	15.002	15.71	0.7080000000000002
Look.	17.17	17.726	0.5559999999999974
The	17.828	18.046	0.21799999999999997
role	18.068	18.218	0.14999999999999858
of	18.234	18.366	0.1319999999999979
man	18.388	18.574	0.18599999999999994
number	18.612	18.862	0.25
three	18.916	19.182	0.26599999999999824
will	19.236	19.454	0.21799999999999997
not	19.492	19.742	0.25
be	19.796	19.966	0.1700000000000017
played	19.988	20.298	0.3099999999999987
by	20.314	20.494	0.17999999999999972
Vic	20.532	20.746	0.21399999999999864
Shapiro.	20.778	21.79	1.0120000000000005
Well,	22.45	22.862	0.41199999999999903
we	22.916	23.086	0.16999999999999815
came	23.108	23.294	0.18599999999999994
on	23.332	23.486	0.15399999999999991
the	23.508	23.598	0.08999999999999986
wrong	23.604	23.822	0.21799999999999997
night.	23.876	24.48	0.6039999999999992
I	26.17	26.486	0.31599999999999895
can't	26.508	26.754	0.24600000000000222
believe	26.802	27.014	0.21199999999999974
I	27.052	27.206	0.15399999999999991
forgot	27.228	27.506	0.2779999999999987
to	27.538	27.638	0.10000000000000142
bring	27.644	27.766	0.12199999999999989
a	27.788	27.878	0.08999999999999986
magazine.	27.884	28.642	0.7579999999999991
Come	28.786	29.094	0.30799999999999983
on,	29.132	29.286	0.15399999999999991
you	29.308	29.446	0.13800000000000168
guys.	29.468	29.654	0.18599999999999994
This	29.692	29.894	0.20199999999999818
might	29.932	30.086	0.15399999999999991
be	30.108	30.246	0.13799999999999812
good.	30.268	30.79	0.5219999999999985
I	30.94	31.158	0.21799999999999997
don't	31.164	31.346	0.1819999999999986
know.	31.378	31.958	0.5799999999999983
Exclamation	32.124	32.834	0.7100000000000009
point	32.882	33.142	0.2600000000000051
in	33.196	33.318	0.12199999999999989
the	33.324	33.398	0.07400000000000517
title	33.404	33.746	0.34199999999999875
scares	33.778	34.098	0.3200000000000003
me.	34.114	34.246	0.132000000000005
You	34.268	34.358	0.0899999999999963
know,	34.364	34.438	0.07400000000000517
it's	34.444	34.578	0.13400000000000034
not	34.594	34.726	0.1319999999999979
just	34.748	34.934	0.18599999999999994
Freud.	34.972	35.314	0.34199999999999875
It's	35.362	35.538	0.17599999999999483
Freud.	35.554	36.23	0.6759999999999948
Magic	38.03	38.614	0.5839999999999961
is	38.662	38.826	0.16400000000000148
about	38.848	39.034	0.18599999999999994
to	39.072	39.226	0.15399999999999636
happen.	39.248	39.82	0.5720000000000027
Well,	41.07	41.626	0.5559999999999974
Eva,	41.728	42.65	0.921999999999997
we've	43.23	43.686	0.45600000000000307
done	43.718	44.01	0.2919999999999945
some	44.08	44.602	0.5219999999999985
excellent	44.736	45.462	0.7260000000000062
work	45.526	45.802	0.27599999999999625
here.	45.856	46.46	0.6039999999999992
And	47.55	47.914	0.3640000000000043
I	47.952	48.154	0.2020000000000053
would	48.192	48.394	0.20199999999999818
have	48.432	48.634	0.20199999999999818
to	48.672	48.874	0.2020000000000053
say	48.912	49.5	0.588000000000001
your	49.97	50.43	0.46000000000000085
problem	50.5	50.926	0.42600000000000193
is	51.028	51.39	0.3620000000000019
quite	51.46	52.174	0.7139999999999986
clear.	52.372	53.12	0.7479999999999976
All	55.57	55.982	0.41199999999999903
you	56.036	56.302	0.26599999999999824
want	56.356	56.718	0.3620000000000019
is	56.804	57.102	0.2979999999999947
a	57.156	57.374	0.21800000000000352
tinkle,	57.412	58.43	1.0180000000000007
but	59.09	59.55	0.45999999999999375
you	59.62	59.902	0.2820000000000036
envy	59.956	60.474	0.5179999999999936
the	60.522	60.782	0.259999999999998
