word	onset	duration
I	0.0125	0.0300
MEAN	0.0425	0.2100
I	0.3125	0.0300
CAN'T	0.3825	0.3000
BREAK	0.6825	0.2100
UP	1.4625	0.1400
WITH	1.6025	0.0900
HIM	1.6925	0.0900
I'M	1.7825	0.2800
THE	2.1025	0.3400
ONE	2.8725	2.4300
WHO	5.3025	0.0600
MADE	5.3625	0.1500
HIM	5.5125	0.1100
QUIT	5.6225	0.1400
DRINKING	5.7625	0.5400
HE'S	6.4825	0.2300
DULL	6.7125	0.3600
BECAUSE	7.0725	0.2400
OF	7.3125	0.1100
ME	7.4225	0.3600
DON'T	7.9825	0.4300
SAY	8.4125	0.3100
THAT	8.7225	0.4400
HE'S	9.4625	0.1600
PROBABLY	9.6225	0.4300
ALWAYS	10.0525	0.5300
BEEN	10.5825	0.2100
DULL	10.7925	0.3200
YOU	11.1125	0.1500
JUST	11.2625	0.3700
YOU	12.3025	0.1500
KNOW	12.4525	0.2300
SET	13.1225	0.2600
IT	13.3825	0.0800
FREE	13.4625	0.4600
HI	14.3525	2.4500
HEY	16.9625	0.3000
ROSS	17.2625	0.3200
BAH	17.6225	0.5000
HI	18.5225	2.0200
RUSS	20.5425	0.3300
I'VE	21.6425	0.1400
JUST	21.7825	0.1700
GOT	21.9525	0.1400
TWO	22.0925	0.1200
MORE	22.2125	0.1100
TABLES	22.3225	0.3400
TO	22.6625	0.0700
CLEAN	22.7325	0.2700
AND	23.0025	0.0900
THEN	23.0925	0.1100
WE'LL	23.2025	0.1000
GO	23.3025	0.2500
OKAY	23.6925	0.1700
OKAY	23.8625	0.4100
I'LL	24.2725	0.0700
JUST	24.9125	0.2900
SIT	25.2025	0.3600
HERE	25.5625	0.4200
AND	25.9825	0.7400
CHAT	27.5725	0.4400
WITH	28.0125	0.2500
YOUR	28.2625	0.3100
UH	28.5725	0.3400
FRIEND	30.3425	0.4200
TYPE	33.2325	2.4900
PEOPLE	36.4025	0.5000
RACHEL	38.8625	0.4100
YEAH	39.5225	0.1100
UM	39.8825	0.3700
HI	40.7525	0.1900
HI	41.2525	0.2000
OKAY	41.8825	0.2800
SO	42.4825	0.2400
YOU	42.7225	0.1700
KNOW	42.8925	0.1200
WHAT	43.0125	0.1700
YOU'RE	43.1825	0.1100
DOING	43.2925	0.6900
RIGHT	44.7225	0.6300
WAITRESSING	45.3525	0.4600
WELL	46.0325	0.2200
YEAH	46.2525	0.3000
BUT	46.7925	0.1900
NO	47.0725	0.3000
