word	onset	duration
HEY	0.0125	1.1100
HEY	1.2125	0.0700
HOLD	1.3625	0.1200
ON	1.5925	5.4100
A	7.1825	0.2600
SECOND	7.7425	0.2000
HUH	7.9825	0.1200
NICE	8.6425	0.3600
NICE	11.1425	0.9000
HEY	12.0425	1.6400
I	13.8525	0.5900
GOT	14.7625	0.1700
SOMETHING	14.9325	0.7100
FOR	15.6825	0.1900
YOU	16.0225	0.2000
WHAT'S	16.9125	0.2700
THIS	17.1825	0.3500
812	17.8625	1.1200
BUCKS	18.9825	0.4100
WELL	20.1925	0.1100
I	20.3025	0.1400
DON'T	20.4425	0.1000
KNOW	20.5425	0.0900
WHAT	20.6325	0.1200
BIG	20.7525	0.1700
LEON	20.9225	0.3700
TOLD	21.2925	0.3200
YOU	21.6125	0.1000
BUT	21.7125	0.1100
IT'S	21.8225	0.1100
AN	21.9325	0.0600
EVEN	21.9925	0.3100
THOUSAND	22.3025	0.4500
IF	22.7525	0.1000
YOU	22.8525	0.0900
WANT	22.9425	0.1300
ME	23.0725	0.0600
FOR	23.1325	0.1200
THE	23.2525	0.0800
WHOLE	23.3325	0.2200
NIGHT	23.5525	0.4200
WHAT	23.9725	1.2700
IS	25.8725	0.2300
THIS	26.1025	0.1400
FOR	26.2425	0.4100
WELL	26.7825	0.1400
I'M	26.9225	0.1800
MAKING	27.1025	0.2700
MONEY	27.3725	0.2900
NOW	27.6625	0.4500
AND	28.1125	0.1400
THIS	28.2525	0.2100
IS	28.4625	0.1600
PAYING	28.6225	0.2900
YOU	28.9125	0.0700
BACK	28.9825	0.4400
FOR	29.4225	0.2800
HEAD	29.9125	0.2400
SHOTS	30.1525	0.6300
ELECTRIC	30.7825	0.3500
BILLS	31.1725	0.5500
AND	31.7225	0.1900
SO	32.3125	0.1600
MANY	32.4725	0.1200
SLICES	32.5925	0.4300
OF	33.0225	0.0800
PIZZA	33.1025	0.3700
I	33.4725	0.0800
CAN'T	33.5525	0.2100
EVEN	33.7625	0.1600
COUNT	33.9225	0.3600
I	34.2825	0.0700
LOVE	34.3525	0.2000
YOU	34.5525	0.1000
MAN	34.6525	0.2400
WELL	35.3225	0.1800
THANKS	35.5025	0.4700
MAN	35.9725	0.7200
NOW	37.5425	0.1400
I	37.6825	0.0300
CAN	37.7125	0.1400
GET	37.8525	0.1300
MY	37.9825	0.1500
PONY	38.1325	0.4700
HEY	38.6825	1.3700
THIS	40.4025	0.1600
IS	40.5625	0.1600
A	40.7225	0.0300
LITTLE	40.7525	0.2300
EXTRA	40.9825	0.3200
SOMETHING	41.3025	0.4700
FOR	41.7725	0.6200
YOU	42.7625	0.0600
KNOW	42.8225	0.1800
ALWAYS	43.0025	0.2700
BEING	43.2725	0.2600
THERE	43.5325	0.1400
FOR	43.6725	0.2600
ME	43.9325	0.1100
WOW	45.3325	0.4300
I	45.7625	0.1000
DON'T	45.8625	0.1200
KNOW	45.9825	0.0800
WHAT	46.0625	0.1000
TO	46.1625	0.0900
SAY	46.2525	0.3800
WOW	50.5725	1.2900
I	53.5125	0.5000
DON'T	54.0925	0.1000
KNOW	54.1925	0.1300
WHAT	54.3225	0.2400
TO	54.5625	0.0600
SAY	54.6225	0.3600
HUH	55.0625	1.2200
WHAT	56.8325	0.4000
DO	57.2325	0.2400
YOU	57.4725	0.1200
SAY	57.5925	0.4700
I	58.0625	0.1900
DON'T	58.2525	0.8200
KNOW	59.2125	0.5100
IT'S	61.4025	0.2500
A	61.6525	0.0400
BRACELET	61.6925	0.9100
ISN'T	62.6025	0.2400
IT	62.8425	0.2300
AND	63.2525	0.1200
IT'S	63.3725	0.1900
ENGRAVED	63.5625	0.4300
TOO	63.9925	0.2100
CHECK	64.2025	0.1900
IT	64.3925	0.0600
OUT	64.4525	0.0600
TO	66.0525	0.1500
MY	66.2025	0.2500
BEST	66.4525	0.4800
BUD	66.9325	0.5500
THANKS	69.7425	2.5600
BEST	73.0525	0.6800
BUD	73.7325	0.3100
PUT	75.1625	0.3000
IT	75.4625	0.0900
ON	75.5525	0.3300
OH	76.4425	0.5400
NOW	77.5725	1.5000
NO	79.7025	0.8100
NO	80.5125	0.2300
I	80.7425	0.1300
THINK	80.8725	0.1600
SOMETHING	81.0325	0.2100
THIS	81.2425	0.1800
NICE	81.4225	0.1800
SHOULD	81.6025	0.0900
BE	81.6925	0.0600
SAVED	81.7525	0.3100
FOR	82.0625	0.0600
A	82.1225	0.0300
SPECIAL	82.1525	0.3900
OCCASION	82.5425	0.5100
OH	83.1625	0.2200
NO	83.3825	0.2000
NO	83.5825	0.1100
THAT'S	83.6925	0.2900
THE	83.9825	0.0600
BEAUTY	84.0425	0.4700
PART	84.5125	0.2900
IT	84.8025	0.0700
GOES	84.8725	0.2400
WITH	85.1125	0.1600
EVERYTHING	85.2725	1.0900
YOU	86.5625	0.1500
PUT	86.8525	0.2200
THIS	87.0725	0.2900
ON	87.3625	0.5100
YOU'RE	88.4425	0.1400
GOOD	88.5825	0.1700
TO	88.7525	0.0900
GO	88.8425	0.2300
WELL	89.1525	1.0500
I'VE	91.6125	0.2800
NEVER	91.8925	0.2000
BEEN	92.0925	0.2600
GOOD	92.3525	0.2400
TO	92.5925	0.0900
GO	92.6825	0.3700
SO	93.0525	0.3600
WHAT	93.4125	0.3600
THE	93.7725	0.1200
HELL	93.8925	0.3100
WHY	94.2025	0.1000
NOT	94.3025	0.1300
TRY	94.4325	0.2100
SOME	94.6425	0.1600
JEWELRY	94.8025	0.3800
HUH	95.1825	0.1600
YEAH	95.9225	0.5600
OH	99.0125	0.1300
HO	99.1425	0.1600
HO	99.3025	0.3200
MAN	99.7025	1.0000
YOU	100.9625	0.2300
ARE	101.1925	0.1800
SO	101.3725	0.4900
WEARING	101.8625	0.4000
THAT	102.2625	0.2300
BRACELET	102.4925	0.6900
WHOO	103.2425	1.4100
I	104.6925	0.2100
SO	104.9025	0.5100
AM	105.4125	0.3900
WHOA	105.8625	1.3900
YOU	107.6625	0.1000
HAVE	107.7625	0.1300
ANY	107.8925	0.2400
IDEA	108.1325	0.2600
WHAT	108.3925	0.1200
THIS	108.5125	0.1400
WILL	108.6525	0.0900
DO	108.7425	0.1500
FOR	108.8925	0.1600
YOUR	109.0525	0.1000
SEX	109.1525	0.3400
LIFE	109.4925	0.1300
IT'LL	109.6225	0.0900
PROBABLY	110.0225	0.4700
SLOW	110.4925	0.2400
IT	110.7325	0.0600
DOWN	110.7925	0.2900
AT	111.0825	0.0800
FIRST	111.1625	0.5600
BUT	111.7225	0.2400
ONCE	111.9625	0.2000
I	112.1625	0.0300
GET	112.1925	0.1400
USED	112.3325	0.1600
TO	112.4925	0.0600
THE	112.5525	0.0900
EXTRA	112.6425	0.2900
WEIGHT	112.9325	0.2600
I'LL	113.1925	0.1100
BE	113.3025	0.1200
BACK	113.4225	0.2300
ON	113.6525	0.1600
TRACK	113.8125	0.3200
WELL	124.4525	0.2000
THIS	124.6525	0.2000
ALL	124.8525	0.1700
LOOKS	125.0225	0.2800
GOOD	125.3025	0.3600
GREAT	125.9525	0.3400
IF	126.8125	0.5400
I	127.3525	0.2000
WANT	127.5525	0.1800
TO	127.7325	0.0600
CALL	127.7925	0.2800
FOR	128.0725	0.1900
A	128.2625	0.0300
REFERENCE	128.2925	0.4900
ON	128.7825	0.1100
YOUR	128.8925	0.1300
LAST	129.0225	0.3800
JOB	129.4025	0.5600
OH	129.9625	0.1400
THAT'S	130.1025	0.2200
THERE	130.3225	0.1400
ON	130.4625	0.0600
THE	130.5225	0.0600
BOTTOM	130.5825	0.3200
SEE	130.9025	0.1300
THE	131.0325	0.0700
MANAGER	131.1025	0.5300
CHANDLER	131.6325	0.4400
BING	132.0725	0.3000
ALL	132.3725	0.0600
RIGHT	132.7525	1.5100
LET'S	134.7925	0.3100
SEE	135.1025	0.0800
IF	135.1825	0.1500
YOU'RE	135.3325	0.2600
AS	135.5925	0.1600
GOOD	135.7525	0.2300
IN	135.9825	0.1200
PERSON	136.1025	0.4200
AS	136.5225	0.1200
YOU	136.6425	0.1500
ARE	136.7925	0.2800
ON	137.0725	0.1600
PAPER	137.2325	0.4800
MAKE	137.7125	0.2800
ME	137.9925	0.1400
A	138.1325	0.0300
SALAD	138.1625	0.7500
A	139.4525	0.0400
SALAD	139.4925	0.5200
REALLY	140.2825	0.3100
I	140.5925	0.2600
COULD	140.8525	0.1800
DO	141.0325	0.0800
SOMETHING	141.1125	0.2300
A	141.3425	0.0300
LITTLE	141.3725	0.1500
MORE	141.5225	0.1300
COMPLICATED	141.6525	0.5600
IF	142.2125	0.0600
YOU	142.2725	0.1300
LIKE	142.4025	0.0900
NO	142.4925	0.2900
JUST	142.7825	0.3300
A	143.1125	0.0500
SALAD	143.1625	0.5200
WILL	143.6825	0.2500
BE	143.9325	0.2100
FINE	144.1425	0.6000
ALL	145.0625	0.0600
RIGHT	145.1225	1.4900
YOU	146.6125	0.0900
GOT	146.7025	0.2300
IT	146.9325	0.2700
NOW	147.5425	0.2500
I	147.8825	0.2200
WANT	148.1025	0.2900
YOU	148.3925	0.0700
TO	148.4625	0.0900
TELL	148.5525	0.2900
ME	148.8425	0.4300
WHAT	149.2925	0.3200
YOU'RE	149.6125	0.1500
DOING	149.7625	0.5800
WHILE	150.5925	0.4700
YOU'RE	151.0625	0.2100
DOING	151.2725	0.4400
IT	151.7125	0.1600
ALL	153.1025	0.1500
RIGHT	153.2525	0.6200
WELL	154.4925	0.3000
I'M	154.7925	0.2700
TEARING	155.3225	0.4100
THE	155.7325	0.0700
LETTUCE	155.8025	0.3600
UH	156.6225	0.1700
HUH	156.7925	0.3800
IS	157.4025	0.1900
IT	157.5925	0.1000
DIRTY	157.6925	0.5200
NO	158.2425	0.3300
DON'T	158.5725	0.3700
WORRY	158.9425	0.2500
I'LL	159.1925	0.2200
WASH	159.4125	0.2400
IT	159.6525	0.1000
DON'T	159.8825	0.3600
I	160.6925	0.1100
LIKE	160.8025	0.2300
IT	161.0325	0.1400
DIRTY	161.2325	0.3900
IT'S	162.0825	3.3200
YOUR	165.6125	0.2300
CALL	165.8425	0.2700
SO	166.7925	0.6500
UH	167.4425	0.5300
WHAT	168.5225	0.2300
ARE	168.7525	0.0300
YOU	168.7825	0.0600
GOING	168.8425	0.2300
TO	169.0725	0.0700
DO	169.1425	0.1400
NEXT	169.2825	0.6000
WELL	170.1125	0.3800
I	170.5225	0.2200
THOUGHT	170.8225	0.2000
THAT	171.0225	0.1200
I	171.1425	0.1400
WOULD	171.2825	0.2600
CUT	171.5425	0.2000
UP	171.7425	0.1500
THE	171.8925	0.0600
TOMATOES	171.9525	0.5600
ARE	172.9025	0.1900
THEY	173.0925	0.4900
UH	173.5825	0.2200
FIRM	173.9925	0.6200
THEY'RE	177.3725	0.1800
ALL	177.5525	0.1400
RIGHT	177.6925	0.3700
YOU	178.4325	0.1000
SURE	178.5325	0.2800
THEY	178.8125	0.1100
HAVEN'T	178.9225	0.2700
GONE	179.1925	0.3200
BAD	179.5125	0.4000
YOU	180.6025	0.1200
SURE	180.7225	0.2900
THEY'RE	181.0125	0.1300
NOT	181.1425	0.3300
VERY	181.4725	0.5200
VERY	181.9925	0.4000
BAD	182.3925	3.8900
NO	186.6025	0.4900
REALLY	187.0925	0.3100
THEY'RE	187.4525	0.2800
OKAY	187.7325	0.4200
YOU	188.5725	0.1300
GOING	188.7025	0.1300
TO	188.8325	0.0700
SLICE	188.9025	0.3700
THEM	189.2725	0.1400
UP	189.4125	0.2000
REAL	189.6125	0.1900
NICE	189.8025	0.5700
ACTUALLY	190.3725	1.1300
I	191.5925	0.0600
WAS	191.6525	0.1600
GOING	191.8125	0.2000
TO	192.0125	0.1700
DO	192.1825	0.1900
THEM	192.3725	0.1700
JULIENNE	192.5425	0.4700
I'M	193.0125	0.1300
OUT	193.1425	0.0600
OF	193.5825	1.5300
HERE	195.1125	1.6300
HELLO	196.7425	1.4600
NO	198.2025	3.0200
RACHEL'S	201.2225	1.0300
NOT	202.2525	3.2000
HERE	205.9225	0.2800
RIGHT	206.2025	0.2600
NOW	207.9825	0.1900
CAN	208.1725	0.7400
I	208.9125	0.0500
TAKE	208.9625	0.2400
A	209.2025	0.0600
MESSAGE	209.2625	0.5300
AND	210.7525	0.4100
HOW	211.5525	0.3500
DO	211.9025	0.0800
WE	211.9825	0.1000
SPELL	212.0825	0.3200
CASEY	212.4025	0.5200
IS	212.9225	0.1200
IT	213.0425	0.0900
LIKE	213.1325	0.2200
AT	213.3525	0.2000
THE	213.5525	0.0900
BAT	213.6425	0.4400
OR	214.0825	0.2200
AND	214.3025	0.1300
THE	214.4325	0.0600
SUNSHINE	214.4925	0.8000
BAND	215.4325	0.9400
OKAY	216.6925	0.2900
BYE	217.1625	0.1600
BYE	217.3225	0.1300
HEY	217.5025	0.0900
WHO'S	218.5725	0.7300
THIS	220.3225	0.6300
UH	220.9525	0.3000
